pickup_borough,pickup_zone_name,route_borough,route_zone_name,no_trips
Manhattan,Inwood,Manhattan-Queens,Inwood-Murray Hill-Queens,1
Manhattan,Inwood,Manhattan-Queens,Inwood-JFK Airport,42
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Fort Greene,2
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Clinton Hill,3
Manhattan,Inwood,Manhattan-Bronx,Inwood-Morrisania/Melrose,15
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Hudson Sq,7
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Kips Bay,8
Manhattan,Inwood,Manhattan-Manhattan,Inwood-TriBeCa/Civic Center,25
Manhattan,Inwood,Manhattan-Bronx,Inwood-Belmont,41
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Washington Heights South,927
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Battery Park,1
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Seaport,4
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Yorkville West,26
Manhattan,Inwood,Manhattan-Bronx,Inwood-Norwood,28
Manhattan,Inwood,Manhattan-Bronx,Inwood-Highbridge,39
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Penn Station/Madison Sq West,34
Manhattan,Inwood,Manhattan-Bronx,Inwood-Soundview/Bruckner,6
Manhattan,Inwood,Manhattan-Bronx,Inwood-Pelham Bay,4
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Greenpoint,3
Manhattan,Inwood,Manhattan-Manhattan,Inwood-East Village,30
Manhattan,Inwood,Manhattan-Queens,Inwood-Astoria,36
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Two Bridges/Seward Park,9
Manhattan,Inwood,Manhattan-Bronx,Inwood-Allerton/Pelham Gardens,3
Manhattan,Inwood,Manhattan-Queens,Inwood-East Elmhurst,5
Manhattan,Inwood,Manhattan-Bronx,Inwood-Van Nest/Morris Park,5
Manhattan,Inwood,Manhattan-Bronx,Inwood-Co-Op City,4
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Times Sq/Theatre District,53
Manhattan,Inwood,Manhattan-Queens,Inwood-Kew Gardens,1
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Garment District,23
Manhattan,Inwood,Manhattan-Bronx,Inwood-Mott Haven/Port Morris,27
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Gramercy,15
Manhattan,Inwood,Manhattan-Bronx,Inwood-Mount Hope,35
Manhattan,Inwood,Manhattan-Queens,Inwood-Hollis,1
Manhattan,Inwood,Manhattan-Queens,Inwood-Queensbridge/Ravenswood,5
Manhattan,Inwood,Manhattan-Bronx,Inwood-West Concourse,44
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Morningside Heights,164
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Stuy Town/Peter Cooper Village,8
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Flatiron,26
Manhattan,Inwood,Manhattan-Queens,Inwood-Woodside,4
Manhattan,Inwood,Manhattan-Queens,Inwood-Briarwood/Jamaica Hills,3
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Lenox Hill East,21
Manhattan,Inwood,Manhattan-Bronx,Inwood-Schuylerville/Edgewater Park,12
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Erasmus,2
Manhattan,Inwood,Manhattan-Queens,Inwood-Long Island City/Hunters Point,7
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Bay Ridge,4
Manhattan,Inwood,Manhattan-Queens,Inwood-Rego Park,1
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Lincoln Square East,67
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Sutton Place/Turtle Bay North,22
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Sunset Park West,1
Manhattan,Inwood,Manhattan-EWR,Inwood-Newark Airport,8
Manhattan,Inwood,Manhattan-Bronx,Inwood-Pelham Bay Park,3
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Meatpacking/West Village West,8
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Highbridge Park,17
Manhattan,Inwood,Manhattan-Bronx,Inwood-Kingsbridge Heights,116
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Inwood Hill Park,89
Manhattan,Inwood,Manhattan-Queens,Inwood-Old Astoria,13
Manhattan,Inwood,Manhattan-Manhattan,Inwood-East Harlem South,77
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Union Sq,19
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Marble Hill,118
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Columbia Street,2
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Chinatown,2
Manhattan,Inwood,Manhattan-Queens,Inwood-Kew Gardens Hills,3
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Upper West Side South,123
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Downtown Brooklyn/MetroTech,8
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Bushwick South,3
Manhattan,Inwood,Manhattan-Queens,Inwood-Jackson Heights,11
Manhattan,Inwood,Manhattan-Bronx,Inwood-Fordham South,43
Manhattan,Inwood,Manhattan-Bronx,Inwood-Bedford Park,68
Manhattan,Inwood,Manhattan-Queens,Inwood-LaGuardia Airport,88
Manhattan,Inwood,Manhattan-Manhattan,Inwood-World Trade Center,7
Manhattan,Inwood,Manhattan-Bronx,Inwood-Bronx Park,10
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Upper East Side North,37
Manhattan,Inwood,Manhattan-Bronx,Inwood-Soundview/Castle Hill,14
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Lenox Hill West,15
Manhattan,Inwood,Manhattan-Manhattan,Inwood-SoHo,2
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Midtown Center,25
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Financial District South,7
Manhattan,Inwood,Manhattan-Manhattan,Inwood-East Chelsea,47
Manhattan,Inwood,Manhattan-Queens,Inwood-Sunnyside,7
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Marine Park/Mill Basin,1
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Carroll Gardens,3
Manhattan,Inwood,Manhattan-Bronx,Inwood-Westchester Village/Unionport,3
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Midtown North,38
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Manhattanville,120
Manhattan,Inwood,Manhattan-Bronx,Inwood-East Tremont,18
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Alphabet City,14
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Bloomingdale,39
Manhattan,Inwood,Manhattan-Queens,Inwood-South Ozone Park,3
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Central Harlem,153
Manhattan,Inwood,Manhattan-Bronx,Inwood-Claremont/Bathgate,19
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Central Park,15
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Lincoln Square West,30
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Greenwich Village North,14
Manhattan,Inwood,Manhattan-Bronx,Inwood-West Farms/Bronx River,11
Manhattan,Inwood,Manhattan-Queens,Inwood-Corona,2
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Upper West Side North,145
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Roosevelt Island,18
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Lower East Side,12
Manhattan,Inwood,Manhattan-Queens,Inwood-South Jamaica,1
Manhattan,Inwood,Manhattan-Queens,Inwood-Long Island City/Queens Plaza,6
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Flatbush/Ditmas Park,5
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Manhattan Beach,1
Manhattan,Inwood,Manhattan-Queens,Inwood-North Corona,1
Manhattan,Inwood,Manhattan-Queens,Inwood-Elmhurst/Maspeth,1
Manhattan,Inwood,Manhattan-Queens,Inwood-Elmhurst,5
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Williamsburg (South Side),6
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Inwood,1153
Manhattan,Inwood,Manhattan-Bronx,Inwood-Van Cortlandt Village,150
Manhattan,Inwood,Manhattan-Queens,Inwood-Flushing,1
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Financial District North,6
Manhattan,Inwood,Manhattan-Bronx,Inwood-Williamsbridge/Olinville,15
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Hamilton Heights,287
Manhattan,Inwood,Manhattan-Queens,Inwood-Forest Hills,3
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Yorkville East,17
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Randalls Island,1
Manhattan,Inwood,Manhattan-Queens,Inwood-Baisley Park,1
Manhattan,Inwood,Manhattan-Bronx,Inwood-Hunts Point,11
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Stuyvesant Heights,5
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Greenwich Village South,7
Manhattan,Inwood,Manhattan-Queens,Inwood-Jamaica,1
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Clinton East,105
Manhattan,Inwood,Manhattan-Bronx,Inwood-Bronxdale,13
Manhattan,Inwood,Manhattan-Bronx,Inwood-Parkchester,9
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Windsor Terrace,1
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Clinton West,64
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-East New York,2
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-East Flatbush/Farragut,1
Manhattan,Inwood,Manhattan-Bronx,Inwood-University Heights/Morris Heights,103
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Midtown East,20
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Bedford,3
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Little Italy/NoLiTa,3
Manhattan,Inwood,Manhattan-Bronx,Inwood-Van Cortlandt Park,22
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Williamsburg (North Side),3
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Manhattan Valley,83
Manhattan,Inwood,Manhattan-Queens,Inwood-Woodhaven,4
Manhattan,Inwood,Manhattan-Manhattan,Inwood-West Village,23
Manhattan,Inwood,Manhattan-Bronx,Inwood-East Concourse/Concourse Village,44
Manhattan,Inwood,Manhattan-Queens,Inwood-Richmond Hill,1
Manhattan,Inwood,Manhattan-Bronx,Inwood-Longwood,5
Manhattan,Inwood,Manhattan-Bronx,Inwood-Woodlawn/Wakefield,11
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Ocean Hill,3
Manhattan,Inwood,Manhattan-Manhattan,Inwood-UN/Turtle Bay South,6
Manhattan,Inwood,Manhattan-Queens,Inwood-Whitestone,1
Manhattan,Inwood,Manhattan-Bronx,Inwood-Country Club,1
Manhattan,Inwood,Manhattan-Queens,Inwood-Cambria Heights,1
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Central Harlem North,203
Manhattan,Inwood,Manhattan-Bronx,Inwood-Crotona Park East,9
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Crown Heights North,3
Manhattan,Inwood,Manhattan-Manhattan,Inwood-West Chelsea/Hudson Yards,53
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Upper East Side South,28
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-East Williamsburg,6
Manhattan,Inwood,Manhattan-Bronx,Inwood-Spuyten Duyvil/Kingsbridge,298
Manhattan,Inwood,Manhattan-Bronx,Inwood-Crotona Park,1
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Park Slope,1
Manhattan,Inwood,Manhattan-Queens,Inwood-Jamaica Estates,1
Manhattan,Inwood,Manhattan-Queens,Inwood-Steinway,9
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Midtown South,24
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Washington Heights North,1284
Manhattan,Inwood,Manhattan-Bronx,Inwood-Melrose South,16
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Battery Park City,11
Manhattan,Inwood,Manhattan-Manhattan,Inwood-Murray Hill,17
Manhattan,Inwood,Manhattan-Bronx,Inwood-Pelham Parkway,17
Manhattan,Inwood,Manhattan-Bronx,Inwood-Eastchester,7
Manhattan,Inwood,Manhattan-Brooklyn,Inwood-Bushwick North,3
Manhattan,Seaport,Manhattan-Queens,Seaport-Flushing Meadows-Corona Park,16
Manhattan,Seaport,Manhattan-Queens,Seaport-Woodhaven,32
Manhattan,Seaport,Manhattan-Bronx,Seaport-Van Nest/Morris Park,8
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Upper West Side South,478
Manhattan,Seaport,Manhattan-Queens,Seaport-Baisley Park,9
Manhattan,Seaport,Manhattan-Queens,Seaport-Murray Hill-Queens,11
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Sutton Place/Turtle Bay North,1344
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Oakwood,4
Manhattan,Seaport,Manhattan-Bronx,Seaport-Country Club,4
Manhattan,Seaport,Manhattan-Queens,Seaport-Steinway,156
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Highbridge Park,11
Manhattan,Seaport,Manhattan-Queens,Seaport-Douglaston,2
Manhattan,Seaport,Manhattan-Queens,Seaport-Old Astoria,112
Manhattan,Seaport,Manhattan-Queens,Seaport-JFK Airport,1716
Manhattan,Seaport,Manhattan-Queens,Seaport-Ridgewood,140
Manhattan,Seaport,Manhattan-Staten Island,Seaport-South Beach/Dongan Hills,7
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Gravesend,6
Manhattan,Seaport,Manhattan-Bronx,Seaport-Highbridge,16
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Stuy Town/Peter Cooper Village,1107
Manhattan,Seaport,Manhattan-Queens,Seaport-Middle Village,57
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Morningside Heights,131
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Central Harlem,165
Manhattan,Seaport,Manhattan-Bronx,Seaport-East Tremont,5
Manhattan,Seaport,Manhattan-Queens,Seaport-Astoria Park,2
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Bloomfield/Emerson Hill,7
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Midtown Center,2397
Manhattan,Seaport,Manhattan-Queens,Seaport-Breezy Point/Fort Tilden/Riis Beach,1
Manhattan,Seaport,Manhattan-Queens,Seaport-Fresh Meadows,10
Manhattan,Seaport,Manhattan-Queens,Seaport-North Corona,26
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Greenwich Village South,2212
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-South Williamsburg,98
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Flatiron,1268
Manhattan,Seaport,Manhattan-Queens,Seaport-South Ozone Park,60
Manhattan,Seaport,Manhattan-Bronx,Seaport-Melrose South,19
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Red Hook,153
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Heartland Village/Todt Hill,5
Manhattan,Seaport,Manhattan-Queens,Seaport-Richmond Hill,29
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Cobble Hill,309
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Kensington,92
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Bedford,583
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Williamsburg (South Side),763
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Bensonhurst East,36
Manhattan,Seaport,Manhattan-Queens,Seaport-Woodside,92
Manhattan,Seaport,Manhattan-Staten Island,Seaport-West Brighton,1
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Arrochar/Fort Wadsworth,6
Manhattan,Seaport,Manhattan-Bronx,Seaport-Crotona Park,1
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Washington Heights South,278
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Battery Park City,3000
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Erasmus,45
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Manhattanville,68
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Brownsville,34
Manhattan,Seaport,Manhattan-Bronx,Seaport-Crotona Park East,4
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Sunset Park West,276
Manhattan,Seaport,Manhattan-Queens,Seaport-Forest Hills,130
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Park Slope,956
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Lincoln Square East,591
Manhattan,Seaport,Manhattan-Queens,Seaport-Long Island City/Hunters Point,275
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Ocean Parkway South,12
Manhattan,Seaport,Manhattan-Bronx,Seaport-West Concourse,41
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Stapleton,12
Manhattan,Seaport,Manhattan-Queens,Seaport-Astoria,373
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Mariners Harbor,3
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Windsor Terrace,215
Manhattan,Seaport,Manhattan-Manhattan,Seaport-East Harlem South,532
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-East Flatbush/Farragut,57
Manhattan,Seaport,Manhattan-Queens,Seaport-Jackson Heights,130
Manhattan,Seaport,Manhattan-Bronx,Seaport-Claremont/Bathgate,6
Manhattan,Seaport,Manhattan-Bronx,Seaport-Allerton/Pelham Gardens,2
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Saint George/New Brighton,5
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Midtown South,1928
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Clinton West,627
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Lincoln Square West,249
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Battery Park,207
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Clinton Hill,850
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Greenwich Village North,1657
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Great Kills,3
Manhattan,Seaport,Manhattan-Manhattan,Seaport-World Trade Center,2120
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Garment District,1264
Manhattan,Seaport,Manhattan-Manhattan,Seaport-TriBeCa/Civic Center,6681
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Seaport,2032
Manhattan,Seaport,Manhattan-Bronx,Seaport-Pelham Parkway,7
Manhattan,Seaport,Manhattan-Bronx,Seaport-Schuylerville/Edgewater Park,13
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Two Bridges/Seward Park,3868
Manhattan,Seaport,Manhattan-Queens,Seaport-Sunnyside,194
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Stuyvesant Heights,378
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Flatlands,27
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Ocean Hill,68
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Kips Bay,2013
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Grymes Hill/Clifton,1
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Boerum Hill,761
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Upper East Side South,1006
Manhattan,Seaport,Manhattan-Bronx,Seaport-Belmont,9
Manhattan,Seaport,Manhattan-Queens,Seaport-Ozone Park,13
Manhattan,Seaport,Manhattan-Queens,Seaport-Forest Park/Highland Park,4
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Bushwick South,432
Manhattan,Seaport,Manhattan-Bronx,Seaport-Co-Op City,2
Manhattan,Seaport,Manhattan-Queens,Seaport-Cambria Heights,1
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Flatbush/Ditmas Park,259
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Bath Beach,12
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Times Sq/Theatre District,2043
Manhattan,Seaport,Manhattan-Queens,Seaport-Whitestone,6
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-East Flatbush/Remsen Village,61
Manhattan,Seaport,Manhattan-Bronx,Seaport-Soundview/Bruckner,10
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Midwood,47
Manhattan,Seaport,Manhattan-Queens,Seaport-Bellerose,3
Manhattan,Seaport,Manhattan-Queens,Seaport-Auburndale,4
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Hudson Sq,1075
Manhattan,Seaport,Manhattan-Queens,Seaport-Saint Albans,9
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Bushwick North,162
Manhattan,Seaport,Manhattan-Bronx,Seaport-Kingsbridge Heights,29
Manhattan,Seaport,Manhattan-Bronx,Seaport-Bedford Park,14
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Eltingville/Annadale/Prince's Bay,2
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Port Richmond,2
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Yorkville East,821
Manhattan,Seaport,Manhattan-Queens,Seaport-Rockaway Park,9
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Midtown East,2803
Manhattan,Seaport,Manhattan-Staten Island,Seaport-New Dorp/Midland Beach,10
Manhattan,Seaport,Manhattan-Bronx,Seaport-Westchester Village/Unionport,6
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Carroll Gardens,433
Manhattan,Seaport,Manhattan-Queens,Seaport-Far Rockaway,6
Manhattan,Seaport,Manhattan-Queens,Seaport-Kew Gardens,15
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Brooklyn Heights,1253
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Bensonhurst West,47
Manhattan,Seaport,Manhattan-Queens,Seaport-Corona,20
Manhattan,Seaport,Manhattan-Queens,Seaport-Glen Oaks,3
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Arden Heights,1
Manhattan,Seaport,Manhattan-Bronx,Seaport-Bronxdale,13
Manhattan,Seaport,Manhattan-Manhattan,Seaport-East Village,6106
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Sheepshead Bay,18
Manhattan,Seaport,Manhattan-Queens,Seaport-Jamaica Estates,24
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-DUMBO/Vinegar Hill,1103
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-East New York/Pennsylvania Avenue,10
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Bloomingdale,97
Manhattan,Seaport,Manhattan-Queens,Seaport-Bayside,16
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Clinton East,1446
Manhattan,Seaport,Manhattan-Manhattan,Seaport-UN/Turtle Bay South,1950
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Manhattan Valley,192
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Union Sq,2526
Manhattan,Seaport,Manhattan-Queens,Seaport-Elmhurst,107
Manhattan,Seaport,Manhattan-Bronx,Seaport-Longwood,7
Manhattan,Seaport,Manhattan-Bronx,Seaport-Mount Hope,19
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Sunset Park East,88
Manhattan,Seaport,Manhattan-Bronx,Seaport-Pelham Bay,6
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Gowanus,195
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Green-Wood Cemetery,2
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Canarsie,17
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Central Park,355
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Crown Heights South,135
Manhattan,Seaport,Manhattan-Bronx,Seaport-Williamsbridge/Olinville,7
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Lenox Hill West,1266
Manhattan,Seaport,Manhattan-Queens,Seaport-Queensbridge/Ravenswood,21
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Williamsburg (North Side),694
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Borough Park,51
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Penn Station/Madison Sq West,2167
Manhattan,Seaport,Manhattan-Bronx,Seaport-City Island,1
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Inwood Hill Park,8
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Columbia Street,176
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Gramercy,2608
Manhattan,Seaport,Manhattan-Queens,Seaport-Springfield Gardens North,1
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Prospect-Lefferts Gardens,237
Manhattan,Seaport,Manhattan-Bronx,Seaport-Norwood,7
Manhattan,Seaport,Manhattan-Bronx,Seaport-Fordham South,10
Manhattan,Seaport,Manhattan-Manhattan,Seaport-East Chelsea,1834
Manhattan,Seaport,Manhattan-Staten Island,Seaport-Westerleigh,4
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-East Williamsburg,376
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Lower East Side,5688
Manhattan,Seaport,Manhattan-Queens,Seaport-East Elmhurst,36
Manhattan,Seaport,Manhattan-Bronx,Seaport-Riverdale/North Riverdale/Fieldston,14
Manhattan,Seaport,Manhattan-Queens,Seaport-College Point,3
Manhattan,Seaport,Manhattan-Queens,Seaport-Long Island City/Queens Plaza,60
Manhattan,Seaport,Manhattan-Queens,Seaport-Springfield Gardens South,10
Manhattan,Seaport,Manhattan-Bronx,Seaport-Eastchester,4
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Dyker Heights,77
Manhattan,Seaport,Manhattan-Queens,Seaport-Queens Village,8
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Upper East Side North,807
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Chinatown,3335
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Central Harlem North,212
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Homecrest,29
Manhattan,Seaport,Manhattan-EWR,Seaport-Newark Airport,242
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Marine Park/Mill Basin,22
Manhattan,Seaport,Manhattan-Bronx,Seaport-Van Cortlandt Village,17
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Marble Hill,2
Manhattan,Seaport,Manhattan-Bronx,Seaport-West Farms/Bronx River,17
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Fort Greene,572
Manhattan,Seaport,Manhattan-Bronx,Seaport-Bronx Park,2
Manhattan,Seaport,Manhattan-Queens,Seaport-Hammels/Arverne,8
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Cypress Hills,22
Manhattan,Seaport,Manhattan-Manhattan,Seaport-East Harlem North,246
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Midtown North,941
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Yorkville West,980
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Starrett City,2
Manhattan,Seaport,Manhattan-Brooklyn,Seaport-Coney Island,19
Manhattan,Seaport,Manhattan-Bronx,Seaport-East Concourse/Concourse Village,35
Manhattan,Seaport,Manhattan-Bronx,Seaport-Parkchester,8
Manhattan,Seaport,Manhattan-Bronx,Seaport-Woodlawn/Wakefield,12
Manhattan,Seaport,Manhattan-Bronx,Seaport-Hunts Point,13
Manhattan,Seaport,Manhattan-Manhattan,Seaport-SoHo,2333
Manhattan,Seaport,Manhattan-Bronx,Seaport-University Heights/Morris Heights,13
Manhattan,Seaport,Manhattan-Queens,Seaport-LaGuardia Airport,1795
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Upper West Side North,356
Manhattan,Seaport,Manhattan-Manhattan,Seaport-Randalls Island,15
