pickup_borough,pickup_zone_name,route_borough,route_zone_name,no_trips
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Upper East Side North,9031
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Pelham Bay,36
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Prospect Heights,2068
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Crown Heights South,865
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-East Chelsea,30662
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Green-Wood Cemetery,23
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Broad Channel,2
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Madison,186
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-North Corona,214
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Seaport,4351
Manhattan,Greenwich Village South,Manhattan-Staten Island,Greenwich Village South-Rossville/Woodrow,5
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Cobble Hill,1198
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Midtown Center,20471
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Murray Hill-Queens,57
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Oakland Gardens,27
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-LaGuardia Airport,4145
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Hunts Point,55
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Jackson Heights,1194
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-East Flatbush/Remsen Village,131
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Springfield Gardens South,19
Manhattan,Greenwich Village South,Manhattan-Staten Island,Greenwich Village South-Port Richmond,3
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Prospect Park,417
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Flatiron,32425
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Ocean Parkway South,88
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Two Bridges/Seward Park,8803
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Midtown South,21951
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Woodhaven,125
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Whitestone,65
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Ridgewood,817
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Gravesend,61
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Cambria Heights,4
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Flatbush/Ditmas Park,1495
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Forest Hills,860
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Springfield Gardens North,12
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Hollis,9
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Willets Point,3
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-West Village,43740
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Columbia Street,513
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Bedford Park,202
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Crotona Park,2
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-East New York,159
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Bloomingdale,1224
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Van Cortlandt Park,18
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Washington Heights North,1275
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Belmont,56
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Far Rockaway,5
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-World Trade Center,8038
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Howard Beach,44
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Starrett City,22
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Midwood,243
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Gowanus,866
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Roosevelt Island,245
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-TriBeCa/Civic Center,41140
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Old Astoria,1044
Manhattan,Greenwich Village South,Manhattan-Staten Island,Greenwich Village South-Heartland Village/Todt Hill,13
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Spuyten Duyvil/Kingsbridge,370
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-UN/Turtle Bay South,9229
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Flushing,108
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Kew Gardens,120
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Parkchester,66
Manhattan,Greenwich Village South,Manhattan-Staten Island,Greenwich Village South-Grymes Hill/Clifton,9
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Soundview/Castle Hill,73
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Alphabet City,11974
Manhattan,Greenwich Village South,Manhattan-Staten Island,Greenwich Village South-Stapleton,11
Manhattan,Greenwich Village South,Manhattan-Staten Island,Greenwich Village South-Oakwood,3
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Central Harlem North,2167
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Canarsie,115
Manhattan,Greenwich Village South,Manhattan-Staten Island,Greenwich Village South-Saint George/New Brighton,21
Manhattan,Greenwich Village South,Manhattan-Staten Island,Greenwich Village South-Westerleigh,8
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Maspeth,209
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Financial District South,4566
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-East Williamsburg,4220
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Queensbridge/Ravenswood,112
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Crotona Park East,29
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-South Ozone Park,124
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Times Sq/Theatre District,22254
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Bensonhurst West,281
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Carroll Gardens,1788
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Bay Terrace/Fort Totten,20
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Flatlands,171
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Brighton Beach,78
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Stuyvesant Heights,2571
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Melrose South,99
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Queensboro Hill,25
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Brownsville,151
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Laurelton,7
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Prospect-Lefferts Gardens,1493
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Upper West Side North,5760
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-Bronxdale,45
Manhattan,Greenwich Village South,Manhattan-Bronx,Greenwich Village South-West Concourse,171
Manhattan,Greenwich Village South,Manhattan-Manhattan,Greenwich Village South-Clinton West,7199
Manhattan,Greenwich Village South,Manhattan-Brooklyn,Greenwich Village South-Bath Beach,84
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Bellerose,13
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Elmhurst,560
Manhattan,Greenwich Village South,Manhattan-Queens,Greenwich Village South-Breezy Point/Fort Tilden/Riis Beach,9
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Ocean Hill,121
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Bayside,13
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Windsor Terrace,190
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Belmont,25
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Bronxdale,10
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-East Flatbush/Remsen Village,36
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Kips Bay,2788
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Bloomfield/Emerson Hill,3
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Stuyvesant Heights,976
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Ocean Parkway South,16
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Bensonhurst East,22
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Forest Park/Highland Park,2
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Parkchester,25
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Arden Heights,2
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-East Flatbush/Farragut,49
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Flatiron,1764
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Bloomingdale,166
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Columbia Street,76
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-South Williamsburg,225
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Clinton West,661
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Gramercy,4624
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Randalls Island,30
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Williamsburg (South Side),3374
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Springfield Gardens North,4
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Flushing,54
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Alphabet City,4250
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Rego Park,54
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Jamaica,20
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Inwood,105
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Whitestone,9
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Borough Park,42
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Cobble Hill,230
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Forest Hills,139
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Little Italy/NoLiTa,3691
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Norwood,20
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Carroll Gardens,348
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Flatbush/Ditmas Park,363
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Murray Hill-Queens,18
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Ozone Park,17
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Kew Gardens Hills,24
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-World Trade Center,1412
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Bronx Park,4
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Saint Michaels Cemetery/Woodside,1
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-West Brighton,2
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-LaGuardia Airport,914
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Marble Hill,3
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-West Chelsea/Hudson Yards,1199
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Middle Village,63
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Highbridge Park,5
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Upper West Side North,611
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Highbridge,35
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-New Dorp/Midland Beach,4
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Brooklyn Heights,854
Manhattan,Two Bridges/Seward Park,Manhattan-EWR,Two Bridges/Seward Park-Newark Airport,128
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Bath Beach,14
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Hammels/Arverne,5
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Rossville/Woodrow,1
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Auburndale,10
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Van Nest/Morris Park,18
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Cypress Hills,32
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Battery Park City,1836
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Westerleigh,3
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Ridgewood,339
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Bushwick South,1552
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Williamsbridge/Olinville,10
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Seaport,1647
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Crown Heights North,1008
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-East Village,11844
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Sunset Park East,91
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Soundview/Bruckner,16
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Astoria,676
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Schuylerville/Edgewater Park,19
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Manhattan Beach,5
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Crown Heights South,236
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Flatlands,49
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Flushing Meadows-Corona Park,18
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-East New York,50
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Briarwood/Jamaica Hills,19
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Baisley Park,11
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Times Sq/Theatre District,1306
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Park Slope,1190
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Midtown North,656
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Riverdale/North Riverdale/Fieldston,14
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Greenwich Village South,3134
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Downtown Brooklyn/MetroTech,611
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Homecrest,18
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Woodlawn/Wakefield,15
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-East Flushing,10
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Douglaston,6
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Brooklyn Navy Yard,48
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-East New York/Pennsylvania Avenue,47
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Heartland Village/Todt Hill,4
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-College Point,14
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Cambria Heights,3
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Lincoln Square West,313
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Financial District South,2103
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-East Harlem North,591
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-North Corona,33
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Union Sq,2733
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Dyker Heights,31
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Mott Haven/Port Morris,152
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Sutton Place/Turtle Bay North,1332
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Manhattanville,123
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Lenox Hill East,1569
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Meatpacking/West Village West,1610
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Manhattan Valley,287
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Bushwick North,1065
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Bay Ridge,200
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-South Ozone Park,27
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Murray Hill,3247
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Glendale,34
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Garment District,1046
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Hamilton Heights,227
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Claremont/Bathgate,20
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Bay Terrace/Fort Totten,9
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Battery Park,70
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-West Concourse,42
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Starrett City,5
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Red Hook,214
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Mount Hope,31
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Kensington,101
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-East Williamsburg,1833
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Westchester Village/Unionport,19
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Sunnyside,469
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Canarsie,26
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Marine Park/Mill Basin,11
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Glen Oaks,6
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Upper East Side South,1050
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Pelham Parkway,18
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Prospect-Lefferts Gardens,324
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Co-Op City,10
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Charleston/Tottenville,1
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Maspeth,65
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Queensboro Hill,7
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Central Park,337
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Two Bridges/Seward Park,6836
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Hunts Point,22
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Hudson Sq,905
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Kew Gardens,22
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Financial District North,3469
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Brighton Beach,5
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Crotona Park East,17
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Corona,61
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Upper West Side South,660
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Clinton East,1484
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Gravesend,15
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Eastchester,4
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Madison,14
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Sheepshead Bay,13
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Van Cortlandt Village,25
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Sunset Park West,281
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Eltingville/Annadale/Prince's Bay,3
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-UN/Turtle Bay South,1967
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Country Club,1
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Long Island City/Queens Plaza,122
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Greenpoint,1840
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Yorkville West,1284
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Jamaica Estates,10
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Laurelton,2
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Longwood,32
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Chinatown,2328
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Marine Park/Floyd Bennett Field,2
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Spuyten Duyvil/Kingsbridge,25
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-East Tremont,28
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Van Cortlandt Park,6
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Broad Channel,1
Manhattan,Two Bridges/Seward Park,Manhattan-Bronx,Two Bridges/Seward Park-Pelham Bay,5
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Arrochar/Fort Wadsworth,2
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Rockaway Park,4
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Steinway,263
Manhattan,Two Bridges/Seward Park,Manhattan-Staten Island,Two Bridges/Seward Park-Mariners Harbor,2
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Long Island City/Hunters Point,373
Manhattan,Two Bridges/Seward Park,Manhattan-Manhattan,Two Bridges/Seward Park-Stuy Town/Peter Cooper Village,1186
Manhattan,Two Bridges/Seward Park,Manhattan-Brooklyn,Two Bridges/Seward Park-Midwood,49
Manhattan,Two Bridges/Seward Park,Manhattan-Queens,Two Bridges/Seward Park-Oakland Gardens,3
