pickup_borough,pickup_date,pickup_weekday_name,pickup_hour,no_of_trips
EWR,20/2/16,Saturday,8,1
Bronx,14/1/16,Thursday,23,13
Staten Island,27/4/16,Wednesday,22,1
Bronx,4/3/16,Friday,20,15
Staten Island,6/6/16,Monday,7,4
Bronx,7/6/16,Tuesday,12,5
EWR,19/3/16,Saturday,21,2
EWR,28/2/16,Sunday,12,1
Bronx,17/5/16,Tuesday,22,31
EWR,23/3/16,Wednesday,6,2
Bronx,27/5/16,Friday,20,12
Bronx,7/4/16,Thursday,9,9
EWR,5/4/16,Tuesday,7,1
Bronx,16/4/16,Saturday,7,12
EWR,17/6/16,Friday,15,1
Bronx,12/6/16,Sunday,5,19
Bronx,3/3/16,Thursday,14,16
Bronx,4/3/16,Friday,7,31
EWR,24/5/16,Tuesday,6,2
Bronx,19/1/16,Tuesday,6,14
EWR,5/4/16,Tuesday,18,1
Staten Island,24/2/16,Wednesday,9,1
Bronx,15/5/16,Sunday,16,17
Bronx,30/1/16,Saturday,18,17
Bronx,20/3/16,Sunday,19,16
Bronx,10/6/16,Friday,21,23
Bronx,15/4/16,Friday,18,27
EWR,16/4/16,Saturday,17,2
Bronx,5/5/16,Thursday,3,4
Staten Island,21/5/16,Saturday,13,3
EWR,28/1/16,Thursday,9,1
EWR,23/5/16,Monday,5,2
Bronx,2/3/16,Wednesday,8,22
Staten Island,1/3/16,Tuesday,14,2
Bronx,22/5/16,Sunday,0,25
Bronx,18/2/16,Thursday,8,15
Bronx,23/4/16,Saturday,0,28
EWR,3/2/16,Wednesday,17,3
Bronx,28/3/16,Monday,12,14
Bronx,7/4/16,Thursday,8,8
Staten Island,26/5/16,Thursday,15,2
Bronx,27/2/16,Saturday,11,10
EWR,17/6/16,Friday,7,3
Bronx,25/6/16,Saturday,11,12
Bronx,16/4/16,Saturday,18,17
Staten Island,12/5/16,Thursday,10,1
Bronx,28/3/16,Monday,2,12
Staten Island,4/3/16,Friday,8,2
EWR,28/1/16,Thursday,12,4
EWR,22/1/16,Friday,10,3
EWR,25/5/16,Wednesday,4,2
EWR,22/1/16,Friday,13,1
EWR,30/5/16,Monday,9,3
Bronx,18/1/16,Monday,20,9
Bronx,24/3/16,Thursday,9,15
EWR,12/4/16,Tuesday,12,3
EWR,13/6/16,Monday,19,2
Staten Island,4/4/16,Monday,6,2
Bronx,25/6/16,Saturday,9,10
Staten Island,26/5/16,Thursday,23,1
Bronx,11/3/16,Friday,1,21
Bronx,10/5/16,Tuesday,7,10
EWR,7/6/16,Tuesday,2,1
Staten Island,1/6/16,Wednesday,2,1
Bronx,14/2/16,Sunday,3,26
EWR,12/5/16,Thursday,15,1
Bronx,26/5/16,Thursday,11,17
Bronx,9/1/16,Saturday,15,7
Bronx,25/3/16,Friday,0,24
Bronx,30/3/16,Wednesday,23,9
Bronx,24/1/16,Sunday,20,14
Bronx,20/6/16,Monday,19,7
Bronx,12/5/16,Thursday,0,12
EWR,4/6/16,Saturday,17,1
EWR,11/1/16,Monday,5,2
Bronx,21/3/16,Monday,18,5
Bronx,24/1/16,Sunday,22,13
Staten Island,10/6/16,Friday,10,3
EWR,9/6/16,Thursday,8,1
EWR,14/1/16,Thursday,8,1
Bronx,19/5/16,Thursday,1,3
Bronx,10/5/16,Tuesday,10,4
Bronx,4/3/16,Friday,1,10
Bronx,9/5/16,Monday,0,23
Bronx,23/6/16,Thursday,8,12
Bronx,23/4/16,Saturday,20,14
Staten Island,28/4/16,Thursday,10,4
EWR,22/5/16,Sunday,16,6
EWR,21/5/16,Saturday,8,3
Staten Island,16/3/16,Wednesday,18,1
Bronx,3/1/16,Sunday,20,16
Bronx,14/5/16,Saturday,2,20
EWR,8/4/16,Friday,23,1
Staten Island,7/5/16,Saturday,7,2
Staten Island,30/6/16,Thursday,18,3
EWR,22/5/16,Sunday,3,2
Staten Island,19/5/16,Thursday,8,3
Staten Island,13/2/16,Saturday,9,3
EWR,7/5/16,Saturday,18,2
Staten Island,2/6/16,Thursday,6,1
Bronx,14/1/16,Thursday,22,16
Bronx,18/1/16,Monday,9,5
Bronx,16/1/16,Saturday,23,17
Bronx,25/4/16,Monday,9,10
Bronx,1/1/16,Friday,13,15
Staten Island,9/4/16,Saturday,16,3
Staten Island,21/4/16,Thursday,11,3
Bronx,23/1/16,Saturday,9,5
Bronx,8/6/16,Wednesday,17,23
EWR,20/1/16,Wednesday,9,4
EWR,18/6/16,Saturday,15,1
EWR,2/3/16,Wednesday,5,2
Bronx,19/1/16,Tuesday,19,11
Bronx,6/1/16,Wednesday,6,10
Staten Island,31/3/16,Thursday,22,1
Bronx,10/6/16,Friday,15,11
Bronx,14/3/16,Monday,11,9
Bronx,19/6/16,Sunday,1,39
Bronx,23/1/16,Saturday,6,18
Bronx,25/5/16,Wednesday,5,7
Bronx,16/5/16,Monday,3,7
Staten Island,8/2/16,Monday,21,3
Staten Island,13/6/16,Monday,22,2
Bronx,22/2/16,Monday,21,8
Bronx,20/3/16,Sunday,3,39
Bronx,20/2/16,Saturday,14,9
Bronx,20/2/16,Saturday,2,19
Bronx,13/2/16,Saturday,14,16
Staten Island,11/2/16,Thursday,3,1
EWR,8/5/16,Sunday,19,2
Bronx,30/1/16,Saturday,11,8
Staten Island,11/4/16,Monday,10,1
EWR,20/6/16,Monday,20,1
EWR,29/6/16,Wednesday,16,1
Bronx,15/6/16,Wednesday,3,4
EWR,4/1/16,Monday,16,4
EWR,19/4/16,Tuesday,3,1
Bronx,22/6/16,Wednesday,9,15
Bronx,4/6/16,Saturday,17,16
Bronx,21/3/16,Monday,19,5
EWR,17/2/16,Wednesday,15,3
Bronx,18/1/16,Monday,5,8
Bronx,12/4/16,Tuesday,5,11
EWR,9/5/16,Monday,6,3
Bronx,20/5/16,Friday,14,21
Bronx,18/6/16,Saturday,0,12
EWR,29/5/16,Sunday,9,3
Bronx,5/1/16,Tuesday,12,14
Bronx,2/2/16,Tuesday,1,14
Bronx,30/1/16,Saturday,8,9
Bronx,24/2/16,Wednesday,22,9
Bronx,20/2/16,Saturday,21,23
Bronx,28/3/16,Monday,9,13
Bronx,18/4/16,Monday,11,3
Bronx,4/5/16,Wednesday,21,15
Staten Island,13/6/16,Monday,17,3
EWR,8/6/16,Wednesday,18,1
Bronx,24/5/16,Tuesday,23,10
Staten Island,12/4/16,Tuesday,9,2
Bronx,12/4/16,Tuesday,8,15
Bronx,5/6/16,Sunday,14,19
EWR,5/3/16,Saturday,11,2
Bronx,17/4/16,Sunday,7,12
Bronx,24/5/16,Tuesday,1,8
EWR,5/4/16,Tuesday,8,1
Bronx,5/1/16,Tuesday,23,6
EWR,26/6/16,Sunday,16,3
Staten Island,4/3/16,Friday,17,1
EWR,19/5/16,Thursday,18,3
Staten Island,4/4/16,Monday,22,1
Bronx,12/1/16,Tuesday,18,5
Bronx,17/3/16,Thursday,7,20
Bronx,15/2/16,Monday,5,13
EWR,2/4/16,Saturday,6,2
Staten Island,31/1/16,Sunday,4,2
Bronx,29/2/16,Monday,6,15
Staten Island,18/3/16,Friday,8,4
EWR,22/2/16,Monday,10,1
EWR,31/1/16,Sunday,12,3
Staten Island,5/5/16,Thursday,8,3
Bronx,24/5/16,Tuesday,15,8
EWR,12/5/16,Thursday,14,1
Staten Island,31/3/16,Thursday,11,1
Staten Island,6/6/16,Monday,21,2
Bronx,19/1/16,Tuesday,1,15
Bronx,7/1/16,Thursday,10,3
Staten Island,9/1/16,Saturday,14,1
EWR,5/6/16,Sunday,16,1
Bronx,21/2/16,Sunday,14,9
EWR,15/4/16,Friday,9,7
Bronx,29/2/16,Monday,10,11
Staten Island,28/3/16,Monday,20,1
EWR,10/5/16,Tuesday,19,2
Staten Island,1/4/16,Friday,19,4
EWR,2/4/16,Saturday,11,1
Bronx,15/2/16,Monday,14,9
Bronx,15/2/16,Monday,10,12
Bronx,19/5/16,Thursday,13,9
Bronx,13/2/16,Saturday,6,8
Bronx,28/5/16,Saturday,6,10
Bronx,4/5/16,Wednesday,23,4
Bronx,18/4/16,Monday,20,10
Bronx,29/2/16,Monday,22,9
Bronx,12/3/16,Saturday,6,15
Bronx,23/2/16,Tuesday,18,14
Bronx,6/3/16,Sunday,6,20
Bronx,11/1/16,Monday,6,11
Staten Island,26/4/16,Tuesday,14,3
Bronx,3/6/16,Friday,15,12
Bronx,18/6/16,Saturday,12,13
Staten Island,4/5/16,Wednesday,21,6
Bronx,8/6/16,Wednesday,16,19
Bronx,24/2/16,Wednesday,9,10
Bronx,14/1/16,Thursday,14,7
EWR,3/5/16,Tuesday,8,1
EWR,24/1/16,Sunday,13,1
Staten Island,6/6/16,Monday,18,3
Bronx,7/5/16,Saturday,17,20
Bronx,23/2/16,Tuesday,20,5
Bronx,18/3/16,Friday,21,21
Bronx,26/6/16,Sunday,10,9
Staten Island,11/4/16,Monday,8,2
Bronx,7/4/16,Thursday,1,7
Bronx,20/1/16,Wednesday,11,5
Bronx,8/6/16,Wednesday,7,18
Staten Island,1/3/16,Tuesday,19,4
Bronx,19/6/16,Sunday,19,10
EWR,26/5/16,Thursday,13,2
Bronx,8/3/16,Tuesday,20,9
EWR,13/2/16,Saturday,5,2
EWR,24/4/16,Sunday,5,2
EWR,18/4/16,Monday,14,6
EWR,31/5/16,Tuesday,15,1
Bronx,29/6/16,Wednesday,21,17
Bronx,16/5/16,Monday,8,15
Bronx,15/3/16,Tuesday,19,8
Staten Island,9/4/16,Saturday,22,2
Bronx,6/6/16,Monday,9,5
Bronx,1/5/16,Sunday,13,12
Bronx,16/6/16,Thursday,11,10
Bronx,14/2/16,Sunday,9,15
Bronx,28/4/16,Thursday,15,5
Bronx,22/1/16,Friday,4,5
EWR,4/2/16,Thursday,12,1
Bronx,5/1/16,Tuesday,21,11
Bronx,30/3/16,Wednesday,9,9
EWR,31/3/16,Thursday,5,1
Bronx,5/5/16,Thursday,0,16
Staten Island,23/4/16,Saturday,22,1
Bronx,13/1/16,Wednesday,5,5
Bronx,14/4/16,Thursday,6,10
Bronx,25/4/16,Monday,4,8
Bronx,16/2/16,Tuesday,10,8
Bronx,15/3/16,Tuesday,6,16
EWR,5/4/16,Tuesday,1,1
EWR,7/4/16,Thursday,3,1
Bronx,20/5/16,Friday,12,8
EWR,27/4/16,Wednesday,13,1
Staten Island,22/6/16,Wednesday,15,1
Bronx,24/2/16,Wednesday,15,15
Bronx,5/5/16,Thursday,6,12
EWR,5/6/16,Sunday,12,3
Staten Island,1/6/16,Wednesday,14,1
Bronx,30/3/16,Wednesday,10,11
Bronx,3/4/16,Sunday,14,14
Bronx,17/3/16,Thursday,20,10
Bronx,31/3/16,Thursday,15,9
Bronx,1/5/16,Sunday,20,6
Staten Island,21/4/16,Thursday,12,3
EWR,31/3/16,Thursday,7,3
EWR,7/1/16,Thursday,13,1
Bronx,30/3/16,Wednesday,7,22
Bronx,17/4/16,Sunday,21,14
EWR,3/5/16,Tuesday,12,1
EWR,11/3/16,Friday,6,2
Bronx,29/4/16,Friday,12,16
Bronx,8/6/16,Wednesday,10,8
Bronx,6/1/16,Wednesday,2,11
Bronx,20/1/16,Wednesday,21,10
Staten Island,15/3/16,Tuesday,9,3
Bronx,3/5/16,Tuesday,11,13
Bronx,29/1/16,Friday,21,17
Bronx,6/6/16,Monday,20,13
Bronx,3/5/16,Tuesday,7,17
Bronx,13/2/16,Saturday,2,35
EWR,28/5/16,Saturday,15,1
EWR,12/6/16,Sunday,15,1
EWR,4/6/16,Saturday,20,2
Bronx,26/6/16,Sunday,18,3
Bronx,11/1/16,Monday,13,4
Bronx,5/4/16,Tuesday,22,9
EWR,29/6/16,Wednesday,17,5
EWR,14/3/16,Monday,6,1
Bronx,2/3/16,Wednesday,1,18
Bronx,17/6/16,Friday,22,13
Bronx,17/6/16,Friday,21,22
EWR,19/6/16,Sunday,13,1
Bronx,20/1/16,Wednesday,14,11
Bronx,5/5/16,Thursday,10,8
Bronx,18/2/16,Thursday,19,23
Bronx,27/2/16,Saturday,5,9
Bronx,20/2/16,Saturday,18,29
Bronx,17/2/16,Wednesday,12,5
Staten Island,4/4/16,Monday,13,3
Bronx,7/3/16,Monday,19,9
EWR,18/4/16,Monday,20,3
Bronx,12/6/16,Sunday,17,28
Bronx,19/2/16,Friday,20,22
Bronx,11/3/16,Friday,23,25
Staten Island,6/2/16,Saturday,0,3
Bronx,19/1/16,Tuesday,15,5
Bronx,26/3/16,Saturday,13,11
EWR,18/5/16,Wednesday,10,4
EWR,10/6/16,Friday,7,4
Bronx,22/3/16,Tuesday,11,9
Bronx,10/4/16,Sunday,18,17
EWR,21/6/16,Tuesday,4,2
Bronx,28/5/16,Saturday,5,17
Bronx,19/3/16,Saturday,8,12
Bronx,25/2/16,Thursday,14,5
Bronx,26/1/16,Tuesday,20,6
Bronx,18/3/16,Friday,20,14
EWR,30/5/16,Monday,16,2
Bronx,28/3/16,Monday,3,9
EWR,12/4/16,Tuesday,14,3
Bronx,18/3/16,Friday,5,12
Bronx,9/5/16,Monday,8,14
Bronx,3/4/16,Sunday,4,40
Bronx,6/5/16,Friday,4,16
EWR,24/4/16,Sunday,17,2
Bronx,21/1/16,Thursday,1,8
Bronx,7/6/16,Tuesday,19,4
Staten Island,15/3/16,Tuesday,14,3
Bronx,3/4/16,Sunday,18,9
EWR,26/3/16,Saturday,5,1
Bronx,11/4/16,Monday,17,23
EWR,29/6/16,Wednesday,8,1
Staten Island,7/5/16,Saturday,6,1
Bronx,12/5/16,Thursday,2,15
Bronx,26/1/16,Tuesday,9,11
Staten Island,22/1/16,Friday,11,3
Bronx,12/5/16,Thursday,5,12
EWR,20/1/16,Wednesday,18,1
Bronx,31/5/16,Tuesday,19,7
Bronx,4/5/16,Wednesday,10,8
Staten Island,1/6/16,Wednesday,10,1
Bronx,26/4/16,Tuesday,19,12
Bronx,15/2/16,Monday,1,18
EWR,17/6/16,Friday,3,5
Staten Island,27/1/16,Wednesday,18,1
EWR,21/3/16,Monday,11,3
Staten Island,6/4/16,Wednesday,16,1
Bronx,11/5/16,Wednesday,1,8
Bronx,22/6/16,Wednesday,7,9
Bronx,6/6/16,Monday,5,9
Staten Island,8/3/16,Tuesday,7,2
Staten Island,5/3/16,Saturday,12,3
Bronx,15/5/16,Sunday,7,14
Bronx,12/4/16,Tuesday,0,16
Bronx,18/4/16,Monday,17,13
Bronx,24/6/16,Friday,12,11
EWR,9/1/16,Saturday,7,1
EWR,19/1/16,Tuesday,15,1
Bronx,12/1/16,Tuesday,22,8
Bronx,10/1/16,Sunday,15,8
EWR,31/5/16,Tuesday,14,1
Staten Island,30/6/16,Thursday,22,3
EWR,26/4/16,Tuesday,13,3
Bronx,20/5/16,Friday,23,28
Bronx,29/2/16,Monday,16,8
Bronx,28/6/16,Tuesday,4,12
Bronx,18/1/16,Monday,22,10
Staten Island,27/2/16,Saturday,11,4
EWR,4/4/16,Monday,18,3
Staten Island,17/2/16,Wednesday,5,3
Bronx,9/3/16,Wednesday,6,14
Bronx,10/4/16,Sunday,0,23
Bronx,1/2/16,Monday,10,10
Bronx,25/4/16,Monday,5,17
Bronx,16/1/16,Saturday,22,8
Bronx,4/1/16,Monday,18,13
Bronx,20/2/16,Saturday,8,10
EWR,30/1/16,Saturday,14,1
Staten Island,20/2/16,Saturday,0,3
Staten Island,28/1/16,Thursday,0,1
EWR,12/6/16,Sunday,9,1
Bronx,9/4/16,Saturday,23,14
EWR,15/2/16,Monday,15,1
Bronx,9/4/16,Saturday,13,9
Bronx,29/3/16,Tuesday,1,13
Staten Island,9/2/16,Tuesday,0,2
EWR,9/3/16,Wednesday,16,1
Bronx,29/1/16,Friday,1,13
Staten Island,15/1/16,Friday,3,1
EWR,9/4/16,Saturday,11,2
Bronx,17/4/16,Sunday,5,17
EWR,19/5/16,Thursday,16,1
Bronx,9/4/16,Saturday,14,8
Bronx,29/4/16,Friday,1,12
EWR,13/2/16,Saturday,21,1
Bronx,12/3/16,Saturday,13,15
EWR,14/4/16,Thursday,13,4
EWR,12/3/16,Saturday,5,3
EWR,24/6/16,Friday,15,1
Bronx,11/2/16,Thursday,17,24
Bronx,21/3/16,Monday,23,18
Bronx,6/2/16,Saturday,11,8
Bronx,10/4/16,Sunday,20,14
EWR,7/6/16,Tuesday,15,1
Bronx,23/6/16,Thursday,16,10
Bronx,13/6/16,Monday,2,2
Staten Island,24/3/16,Thursday,19,3
Bronx,4/3/16,Friday,23,20
Staten Island,17/3/16,Thursday,21,1
EWR,14/6/16,Tuesday,8,1
Bronx,9/3/16,Wednesday,18,15
Bronx,9/5/16,Monday,2,6
Bronx,15/3/16,Tuesday,4,7
Bronx,15/1/16,Friday,6,13
Staten Island,16/2/16,Tuesday,10,1
Bronx,23/6/16,Thursday,15,7
EWR,10/3/16,Thursday,9,1
Bronx,28/4/16,Thursday,6,9
Bronx,23/6/16,Thursday,3,11
Staten Island,28/5/16,Saturday,1,3
Bronx,27/6/16,Monday,12,5
Bronx,2/4/16,Saturday,4,32
Staten Island,6/6/16,Monday,22,1
Bronx,29/5/16,Sunday,21,27
EWR,27/3/16,Sunday,3,1
Bronx,21/6/16,Tuesday,18,10
Staten Island,17/5/16,Tuesday,21,1
EWR,2/2/16,Tuesday,8,1
Bronx,9/5/16,Monday,7,15
Bronx,12/5/16,Thursday,14,7
Staten Island,6/4/16,Wednesday,21,2
Bronx,11/1/16,Monday,22,9
EWR,24/2/16,Wednesday,11,1
Staten Island,7/6/16,Tuesday,9,2
EWR,27/3/16,Sunday,13,2
EWR,4/3/16,Friday,14,5
Bronx,9/5/16,Monday,16,15
Bronx,15/3/16,Tuesday,14,6
EWR,17/1/16,Sunday,6,1
Bronx,1/4/16,Friday,19,24
Bronx,28/1/16,Thursday,15,4
Bronx,6/3/16,Sunday,23,17
Bronx,17/6/16,Friday,4,21
Bronx,18/2/16,Thursday,12,9
EWR,7/4/16,Thursday,11,4
Bronx,26/1/16,Tuesday,15,9
Bronx,13/4/16,Wednesday,11,3
Bronx,23/3/16,Wednesday,10,6
Bronx,2/4/16,Saturday,1,36
Bronx,8/2/16,Monday,12,3
EWR,9/1/16,Saturday,15,1
Bronx,16/1/16,Saturday,11,11
Bronx,8/5/16,Sunday,9,13
EWR,29/5/16,Sunday,8,2
EWR,29/3/16,Tuesday,13,3
EWR,23/3/16,Wednesday,19,2
Bronx,5/4/16,Tuesday,20,18
Staten Island,28/6/16,Tuesday,4,1
Staten Island,10/5/16,Tuesday,16,1
EWR,8/2/16,Monday,16,2
EWR,1/5/16,Sunday,13,1
Staten Island,2/5/16,Monday,8,3
Staten Island,8/4/16,Friday,19,4
Bronx,29/4/16,Friday,2,13
EWR,4/2/16,Thursday,21,2
Bronx,2/4/16,Saturday,17,11
Bronx,5/2/16,Friday,15,8
EWR,3/3/16,Thursday,19,1
Bronx,14/5/16,Saturday,7,8
Bronx,9/2/16,Tuesday,7,12
Bronx,23/5/16,Monday,7,13
Bronx,28/5/16,Saturday,23,35
Bronx,22/5/16,Sunday,6,17
Bronx,9/5/16,Monday,20,9
Bronx,23/1/16,Saturday,17,3
Bronx,30/1/16,Saturday,12,8
Bronx,9/5/16,Monday,5,11
Bronx,25/2/16,Thursday,23,15
EWR,12/6/16,Sunday,20,1
Bronx,10/2/16,Wednesday,11,6
EWR,5/3/16,Saturday,18,1
EWR,29/1/16,Friday,11,1
Bronx,9/3/16,Wednesday,13,12
EWR,8/3/16,Tuesday,19,1
Bronx,12/6/16,Sunday,23,15
EWR,30/5/16,Monday,11,6
Bronx,26/2/16,Friday,0,20
EWR,11/2/16,Thursday,17,3
EWR,14/6/16,Tuesday,10,3
Bronx,11/1/16,Monday,0,12
Bronx,17/4/16,Sunday,13,14
Bronx,12/3/16,Saturday,14,14
Bronx,15/1/16,Friday,20,15
Staten Island,28/6/16,Tuesday,6,1
Bronx,10/5/16,Tuesday,5,10
EWR,3/4/16,Sunday,4,1
EWR,18/2/16,Thursday,15,1
Bronx,27/6/16,Monday,14,8
Staten Island,3/2/16,Wednesday,20,1
Staten Island,26/6/16,Sunday,15,1
Bronx,2/3/16,Wednesday,23,13
Bronx,14/3/16,Monday,4,7
Staten Island,24/6/16,Friday,6,1
EWR,19/4/16,Tuesday,15,4
Staten Island,4/2/16,Thursday,20,4
EWR,18/4/16,Monday,11,1
Bronx,27/3/16,Sunday,10,20
Bronx,14/1/16,Thursday,18,16
Bronx,16/6/16,Thursday,2,12
Bronx,10/4/16,Sunday,15,9
Staten Island,16/5/16,Monday,6,1
Bronx,28/3/16,Monday,14,9
Bronx,17/5/16,Tuesday,2,7
Bronx,19/2/16,Friday,19,21
Bronx,28/4/16,Thursday,9,10
Bronx,12/1/16,Tuesday,19,7
Staten Island,29/4/16,Friday,21,3
EWR,31/3/16,Thursday,12,1
Bronx,24/4/16,Sunday,17,12
Bronx,14/3/16,Monday,3,7
EWR,10/2/16,Wednesday,14,1
EWR,16/3/16,Wednesday,13,2
Staten Island,12/3/16,Saturday,0,3
EWR,1/3/16,Tuesday,9,1
EWR,21/2/16,Sunday,16,3
Bronx,3/5/16,Tuesday,10,9
EWR,30/1/16,Saturday,17,2
EWR,29/3/16,Tuesday,12,1
EWR,16/5/16,Monday,15,2
EWR,5/3/16,Saturday,6,2
Bronx,29/3/16,Tuesday,15,6
Bronx,7/4/16,Thursday,7,13
Bronx,8/1/16,Friday,22,13
Bronx,11/4/16,Monday,7,14
Bronx,11/2/16,Thursday,15,13
Staten Island,6/6/16,Monday,23,1
Bronx,23/3/16,Wednesday,20,10
Bronx,14/5/16,Saturday,6,14
Bronx,2/6/16,Thursday,0,12
Staten Island,26/3/16,Saturday,18,2
Staten Island,30/1/16,Saturday,7,1
Bronx,8/5/16,Sunday,19,13
EWR,11/4/16,Monday,8,3
Staten Island,23/3/16,Wednesday,15,2
EWR,3/2/16,Wednesday,14,4
Staten Island,25/2/16,Thursday,23,1
Bronx,24/6/16,Friday,4,13
Bronx,12/5/16,Thursday,21,16
Bronx,9/1/16,Saturday,1,16
Bronx,13/4/16,Wednesday,6,10
Bronx,10/2/16,Wednesday,0,4
EWR,14/5/16,Saturday,16,1
Bronx,27/1/16,Wednesday,10,11
Staten Island,16/5/16,Monday,7,4
Staten Island,12/2/16,Friday,10,2
Staten Island,6/4/16,Wednesday,19,2
Staten Island,11/5/16,Wednesday,8,2
Staten Island,31/3/16,Thursday,15,2
EWR,13/2/16,Saturday,22,1
Bronx,6/4/16,Wednesday,18,11
Bronx,22/4/16,Friday,18,13
Bronx,20/3/16,Sunday,7,12
Bronx,28/2/16,Sunday,17,13
Bronx,27/6/16,Monday,19,15
Bronx,22/3/16,Tuesday,7,20
Bronx,25/1/16,Monday,0,18
Staten Island,15/3/16,Tuesday,17,5
EWR,19/1/16,Tuesday,13,2
Bronx,8/2/16,Monday,13,7
EWR,25/1/16,Monday,4,1
Staten Island,11/3/16,Friday,17,3
EWR,31/1/16,Sunday,11,7
Bronx,1/6/16,Wednesday,7,15
EWR,25/1/16,Monday,13,4
Bronx,7/6/16,Tuesday,17,14
Bronx,23/3/16,Wednesday,1,7
Bronx,1/5/16,Sunday,11,19
EWR,25/2/16,Thursday,15,2
EWR,20/2/16,Saturday,21,1
Staten Island,13/4/16,Wednesday,9,3
EWR,21/2/16,Sunday,17,1
EWR,6/4/16,Wednesday,14,2
Bronx,1/3/16,Tuesday,12,4
EWR,3/4/16,Sunday,10,1
EWR,5/2/16,Friday,4,1
Bronx,16/4/16,Saturday,14,16
Staten Island,14/4/16,Thursday,15,1
Bronx,13/3/16,Sunday,3,38
Bronx,2/2/16,Tuesday,2,7
EWR,18/6/16,Saturday,12,2
Bronx,18/6/16,Saturday,10,9
Bronx,24/5/16,Tuesday,19,9
Bronx,30/6/16,Thursday,4,13
Bronx,13/4/16,Wednesday,3,7
EWR,9/6/16,Thursday,11,1
EWR,30/1/16,Saturday,18,4
EWR,23/3/16,Wednesday,8,1
Bronx,27/5/16,Friday,13,10
Bronx,9/1/16,Saturday,22,8
Bronx,16/1/16,Saturday,20,7
EWR,6/5/16,Friday,20,1
Staten Island,29/4/16,Friday,10,2
Bronx,28/2/16,Sunday,6,20
Bronx,12/3/16,Saturday,10,20
Staten Island,12/5/16,Thursday,8,3
Staten Island,24/3/16,Thursday,10,4
Bronx,29/2/16,Monday,1,22
Bronx,31/5/16,Tuesday,0,13
EWR,23/6/16,Thursday,16,2
Bronx,8/3/16,Tuesday,15,10
Bronx,18/5/16,Wednesday,8,10
EWR,9/1/16,Saturday,6,1
Bronx,19/6/16,Sunday,0,32
Bronx,14/5/16,Saturday,1,25
EWR,13/3/16,Sunday,14,7
EWR,21/6/16,Tuesday,9,1
Bronx,21/4/16,Thursday,18,8
Bronx,23/3/16,Wednesday,19,7
Bronx,8/4/16,Friday,10,7
Staten Island,21/5/16,Saturday,9,2
EWR,20/4/16,Wednesday,14,2
EWR,5/2/16,Friday,18,2
Bronx,3/5/16,Tuesday,5,5
Bronx,24/3/16,Thursday,13,3
Bronx,26/6/16,Sunday,2,21
Bronx,3/5/16,Tuesday,19,7
Bronx,12/5/16,Thursday,22,23
Staten Island,11/6/16,Saturday,9,1
EWR,5/3/16,Saturday,16,2
Staten Island,12/4/16,Tuesday,15,4
EWR,8/5/16,Sunday,16,1
Staten Island,29/4/16,Friday,22,2
Staten Island,23/5/16,Monday,18,2
Bronx,20/6/16,Monday,16,9
Bronx,25/4/16,Monday,7,10
Bronx,1/5/16,Sunday,1,20
Bronx,27/3/16,Sunday,16,13
Staten Island,16/5/16,Monday,9,2
EWR,1/5/16,Sunday,11,1
EWR,12/6/16,Sunday,4,2
EWR,1/3/16,Tuesday,6,2
Bronx,5/5/16,Thursday,20,10
Bronx,3/6/16,Friday,0,11
Bronx,6/4/16,Wednesday,19,4
EWR,12/3/16,Saturday,14,2
Bronx,2/5/16,Monday,20,14
EWR,8/2/16,Monday,15,2
Bronx,26/4/16,Tuesday,2,13
Bronx,4/2/16,Thursday,10,4
Bronx,13/2/16,Saturday,4,29
Bronx,20/4/16,Wednesday,14,20
Bronx,26/2/16,Friday,21,19
EWR,15/6/16,Wednesday,13,2
Bronx,8/2/16,Monday,16,7
EWR,8/4/16,Friday,7,1
EWR,15/1/16,Friday,11,2
EWR,22/4/16,Friday,8,3
EWR,8/6/16,Wednesday,11,2
Bronx,13/6/16,Monday,13,8
Bronx,26/5/16,Thursday,6,8
Bronx,30/4/16,Saturday,6,20
EWR,16/4/16,Saturday,10,1
Bronx,17/6/16,Friday,19,9
Staten Island,28/4/16,Thursday,9,2
EWR,3/4/16,Sunday,9,1
Staten Island,25/3/16,Friday,18,3
Bronx,17/2/16,Wednesday,17,21
Bronx,1/3/16,Tuesday,8,19
Staten Island,3/2/16,Wednesday,17,1
Staten Island,17/5/16,Tuesday,23,1
Bronx,27/4/16,Wednesday,17,13
Bronx,5/1/16,Tuesday,7,24
Bronx,25/2/16,Thursday,16,14
EWR,1/3/16,Tuesday,13,2
EWR,8/5/16,Sunday,18,1
Bronx,12/4/16,Tuesday,21,9
Staten Island,9/2/16,Tuesday,19,5
Bronx,19/2/16,Friday,9,6
Bronx,2/4/16,Saturday,19,19
Staten Island,3/3/16,Thursday,11,1
EWR,20/6/16,Monday,16,5
EWR,23/5/16,Monday,19,2
Bronx,26/3/16,Saturday,23,21
Bronx,22/1/16,Friday,17,17
Bronx,28/2/16,Sunday,16,14
Bronx,4/2/16,Thursday,8,16
Bronx,16/4/16,Saturday,4,28
Staten Island,9/6/16,Thursday,8,2
Bronx,2/3/16,Wednesday,12,18
EWR,2/4/16,Saturday,9,1
Bronx,11/6/16,Saturday,6,18
EWR,15/5/16,Sunday,4,4
Bronx,9/3/16,Wednesday,21,7
Bronx,5/2/16,Friday,12,2
Staten Island,14/5/16,Saturday,19,2
EWR,27/3/16,Sunday,17,2
