pickup_borough,pickup_date,pickup_weekday_name,pickup_hour,no_of_trips
Queens,26/4/16,Tuesday,21,1376
Brooklyn,26/4/16,Tuesday,16,122
Brooklyn,26/4/16,Tuesday,7,230
Brooklyn,26/4/16,Tuesday,14,92
Queens,26/4/16,Tuesday,10,895
Queens,26/4/16,Tuesday,19,1127
Brooklyn,26/4/16,Tuesday,11,100
Brooklyn,26/4/16,Tuesday,15,92
Brooklyn,26/4/16,Tuesday,3,95
Manhattan,26/4/16,Tuesday,18,22482
Manhattan,26/4/16,Tuesday,6,9242
Brooklyn,26/4/16,Tuesday,21,396
Manhattan,26/4/16,Tuesday,19,23002
Manhattan,26/4/16,Tuesday,1,4060
Queens,26/4/16,Tuesday,7,906
Manhattan,26/4/16,Tuesday,10,15521
Brooklyn,26/4/16,Tuesday,10,94
Queens,26/4/16,Tuesday,2,96
Manhattan,26/4/16,Tuesday,21,22161
Manhattan,26/4/16,Tuesday,5,3395
Manhattan,26/4/16,Tuesday,2,2462
Manhattan,26/4/16,Tuesday,12,15872
Brooklyn,26/4/16,Tuesday,9,163
Brooklyn,26/4/16,Tuesday,22,441
Manhattan,26/4/16,Tuesday,3,1812
Brooklyn,26/4/16,Tuesday,4,80
Manhattan,26/4/16,Tuesday,4,1823
Brooklyn,26/4/16,Tuesday,0,576
Brooklyn,26/4/16,Tuesday,20,313
Manhattan,26/4/16,Tuesday,23,13458
Queens,26/4/16,Tuesday,22,1295
Queens,26/4/16,Tuesday,8,834
Manhattan,26/4/16,Tuesday,16,16764
Queens,26/4/16,Tuesday,1,282
Manhattan,26/4/16,Tuesday,20,22917
Queens,26/4/16,Tuesday,16,903
Brooklyn,27/4/16,Wednesday,10,113
Brooklyn,27/4/16,Wednesday,6,179
Manhattan,27/4/16,Wednesday,12,16781
Brooklyn,27/4/16,Wednesday,3,105
Queens,27/4/16,Wednesday,7,818
Queens,27/4/16,Wednesday,21,1279
Queens,27/4/16,Wednesday,2,120
Manhattan,27/4/16,Wednesday,0,8329
Manhattan,27/4/16,Wednesday,9,18607
Queens,27/4/16,Wednesday,10,907
Brooklyn,27/4/16,Wednesday,21,393
Manhattan,27/4/16,Wednesday,18,22143
Queens,27/4/16,Wednesday,18,1179
Brooklyn,27/4/16,Wednesday,14,86
Queens,27/4/16,Wednesday,8,799
Manhattan,27/4/16,Wednesday,14,16858
Manhattan,27/4/16,Wednesday,2,2968
Brooklyn,27/4/16,Wednesday,16,82
Queens,27/4/16,Wednesday,16,1216
Manhattan,27/4/16,Wednesday,6,9511
Queens,27/4/16,Wednesday,11,933
Brooklyn,27/4/16,Wednesday,20,284
Brooklyn,27/4/16,Wednesday,5,100
Queens,27/4/16,Wednesday,1,350
Queens,27/4/16,Wednesday,14,1234
Queens,27/4/16,Wednesday,19,1257
Brooklyn,27/4/16,Wednesday,12,151
Brooklyn,27/4/16,Wednesday,1,233
Manhattan,27/4/16,Wednesday,17,17687
Manhattan,27/4/16,Wednesday,5,3450
Brooklyn,27/4/16,Wednesday,8,240
Manhattan,27/4/16,Wednesday,10,16017
Manhattan,27/4/16,Wednesday,1,4711
Manhattan,27/4/16,Wednesday,4,1964
Brooklyn,27/4/16,Wednesday,19,202
Manhattan,27/4/16,Wednesday,7,16756
Manhattan,27/4/16,Wednesday,15,16354
Queens,27/4/16,Wednesday,5,252
Brooklyn,27/4/16,Wednesday,22,526
Queens,27/4/16,Wednesday,6,605
Queens,27/4/16,Wednesday,3,89
Brooklyn,27/4/16,Wednesday,7,229
Manhattan,27/4/16,Wednesday,20,21872
Queens,27/4/16,Wednesday,4,126
Queens,27/4/16,Wednesday,22,1147
Manhattan,27/4/16,Wednesday,22,19986
Brooklyn,27/4/16,Wednesday,0,390
Queens,27/4/16,Wednesday,12,956
Queens,27/4/16,Wednesday,9,948
Brooklyn,27/4/16,Wednesday,15,81
Brooklyn,27/4/16,Wednesday,11,183
Queens,27/4/16,Wednesday,17,1325
Queens,27/4/16,Wednesday,23,1063
Manhattan,27/4/16,Wednesday,23,15554
Brooklyn,27/4/16,Wednesday,23,664
Manhattan,27/4/16,Wednesday,21,21809
Manhattan,27/4/16,Wednesday,16,14256
Manhattan,27/4/16,Wednesday,11,16347
Manhattan,27/4/16,Wednesday,13,15950
Manhattan,27/4/16,Wednesday,19,22847
Manhattan,27/4/16,Wednesday,8,19519
Brooklyn,27/4/16,Wednesday,4,90
Queens,27/4/16,Wednesday,20,1345
Queens,27/4/16,Wednesday,0,892
Brooklyn,27/4/16,Wednesday,2,160
Queens,27/4/16,Wednesday,15,1069
Brooklyn,27/4/16,Wednesday,9,183
Manhattan,27/4/16,Wednesday,3,1899
Queens,27/4/16,Wednesday,13,1184
Brooklyn,27/4/16,Wednesday,17,95
Brooklyn,27/4/16,Wednesday,18,160
Brooklyn,27/4/16,Wednesday,13,105
Brooklyn,28/4/16,Thursday,23,630
Manhattan,28/4/16,Thursday,18,24961
Manhattan,28/4/16,Thursday,15,17325
Manhattan,28/4/16,Thursday,9,18505
Brooklyn,28/4/16,Thursday,5,101
Brooklyn,28/4/16,Thursday,0,467
Manhattan,28/4/16,Thursday,17,19031
Queens,28/4/16,Thursday,10,1027
Manhattan,28/4/16,Thursday,6,9691
Manhattan,28/4/16,Thursday,3,2424
Brooklyn,28/4/16,Thursday,20,269
Brooklyn,28/4/16,Thursday,22,490
Queens,28/4/16,Thursday,12,1073
Brooklyn,28/4/16,Thursday,8,225
Queens,28/4/16,Thursday,2,179
Queens,28/4/16,Thursday,15,1231
Brooklyn,28/4/16,Thursday,1,269
Brooklyn,28/4/16,Thursday,7,222
Queens,28/4/16,Thursday,11,976
Manhattan,28/4/16,Thursday,16,14658
Queens,28/4/16,Thursday,20,1404
Queens,28/4/16,Thursday,17,1440
Brooklyn,28/4/16,Thursday,16,93
Manhattan,28/4/16,Thursday,20,23406
Manhattan,28/4/16,Thursday,1,5924
Brooklyn,28/4/16,Thursday,19,260
Manhattan,28/4/16,Thursday,10,16279
Brooklyn,28/4/16,Thursday,11,92
Manhattan,28/4/16,Thursday,2,3636
Manhattan,28/4/16,Thursday,23,18233
Brooklyn,28/4/16,Thursday,15,128
Manhattan,28/4/16,Thursday,19,24641
Manhattan,28/4/16,Thursday,12,16907
Manhattan,28/4/16,Thursday,21,23741
Brooklyn,28/4/16,Thursday,18,244
Manhattan,28/4/16,Thursday,7,16924
Queens,28/4/16,Thursday,19,1357
Queens,28/4/16,Thursday,5,340
Manhattan,28/4/16,Thursday,14,18069
Queens,28/4/16,Thursday,18,1301
Manhattan,28/4/16,Thursday,11,16120
Queens,28/4/16,Thursday,6,620
Queens,28/4/16,Thursday,4,156
Brooklyn,28/4/16,Thursday,14,114
Brooklyn,28/4/16,Thursday,2,227
Queens,28/4/16,Thursday,13,1126
Brooklyn,28/4/16,Thursday,4,102
Manhattan,28/4/16,Thursday,8,19798
Manhattan,28/4/16,Thursday,13,16971
Queens,28/4/16,Thursday,22,1340
Queens,28/4/16,Thursday,0,599
Brooklyn,28/4/16,Thursday,3,133
Queens,28/4/16,Thursday,3,109
Queens,28/4/16,Thursday,9,919
Brooklyn,28/4/16,Thursday,21,373
Manhattan,28/4/16,Thursday,5,3706
Manhattan,28/4/16,Thursday,0,9807
Queens,28/4/16,Thursday,14,1336
Queens,28/4/16,Thursday,16,1568
Brooklyn,28/4/16,Thursday,17,151
Manhattan,28/4/16,Thursday,4,2311
Brooklyn,28/4/16,Thursday,10,96
Queens,28/4/16,Thursday,21,1325
Queens,28/4/16,Thursday,23,1425
Queens,28/4/16,Thursday,1,298
Brooklyn,28/4/16,Thursday,6,196
Brooklyn,28/4/16,Thursday,12,103
Manhattan,28/4/16,Thursday,22,22831
Queens,28/4/16,Thursday,7,854
Queens,28/4/16,Thursday,8,903
Brooklyn,28/4/16,Thursday,13,96
Brooklyn,28/4/16,Thursday,9,159
Manhattan,29/4/16,Friday,9,18319
Brooklyn,29/4/16,Friday,3,171
Manhattan,29/4/16,Friday,20,22327
Queens,29/4/16,Friday,19,1282
Queens,29/4/16,Friday,14,1444
Queens,29/4/16,Friday,9,986
Manhattan,29/4/16,Friday,3,3833
Brooklyn,29/4/16,Friday,23,872
Manhattan,29/4/16,Friday,21,22036
Queens,29/4/16,Friday,4,171
Brooklyn,29/4/16,Friday,15,161
Manhattan,29/4/16,Friday,16,15161
Queens,29/4/16,Friday,2,133
Manhattan,29/4/16,Friday,11,16380
Brooklyn,29/4/16,Friday,7,243
Brooklyn,29/4/16,Friday,4,159
Queens,29/4/16,Friday,15,1320
Brooklyn,29/4/16,Friday,10,113
Queens,29/4/16,Friday,0,834
Manhattan,29/4/16,Friday,4,3088
Queens,29/4/16,Friday,8,948
Brooklyn,29/4/16,Friday,18,232
Manhattan,29/4/16,Friday,0,12872
Brooklyn,29/4/16,Friday,9,183
Queens,29/4/16,Friday,3,101
Manhattan,29/4/16,Friday,14,18375
Manhattan,29/4/16,Friday,7,15668
Brooklyn,29/4/16,Friday,21,401
Brooklyn,29/4/16,Friday,11,146
Manhattan,29/4/16,Friday,1,8280
Brooklyn,29/4/16,Friday,8,228
Queens,29/4/16,Friday,7,837
Manhattan,29/4/16,Friday,23,21229
Manhattan,29/4/16,Friday,17,19814
Queens,29/4/16,Friday,11,979
Queens,29/4/16,Friday,13,1033
Manhattan,29/4/16,Friday,2,5478
Queens,29/4/16,Friday,1,318
Brooklyn,29/4/16,Friday,19,329
Queens,29/4/16,Friday,6,664
Queens,29/4/16,Friday,16,1515
Brooklyn,29/4/16,Friday,13,167
Brooklyn,29/4/16,Friday,22,655
Queens,29/4/16,Friday,21,1207
Brooklyn,29/4/16,Friday,16,128
Brooklyn,29/4/16,Friday,2,287
Brooklyn,29/4/16,Friday,12,116
Manhattan,29/4/16,Friday,12,17188
Brooklyn,29/4/16,Friday,20,286
Queens,29/4/16,Friday,18,1433
Queens,29/4/16,Friday,12,988
Brooklyn,29/4/16,Friday,5,122
Manhattan,29/4/16,Friday,18,24791
Manhattan,29/4/16,Friday,13,16725
Manhattan,29/4/16,Friday,10,16191
Manhattan,29/4/16,Friday,5,3636
Brooklyn,29/4/16,Friday,0,558
Queens,29/4/16,Friday,23,1188
Manhattan,29/4/16,Friday,8,18963
Manhattan,29/4/16,Friday,15,17385
Brooklyn,29/4/16,Friday,14,183
Brooklyn,29/4/16,Friday,1,416
Manhattan,29/4/16,Friday,22,24619
Manhattan,29/4/16,Friday,19,27627
Queens,29/4/16,Friday,20,1260
Brooklyn,29/4/16,Friday,17,147
Queens,29/4/16,Friday,17,1451
Queens,29/4/16,Friday,5,396
Manhattan,29/4/16,Friday,6,9014
Queens,29/4/16,Friday,22,1255
Queens,29/4/16,Friday,10,995
Brooklyn,29/4/16,Friday,6,208
Brooklyn,30/4/16,Saturday,10,260
Queens,30/4/16,Saturday,0,811
Manhattan,30/4/16,Saturday,21,21420
Manhattan,30/4/16,Saturday,22,23283
Queens,30/4/16,Saturday,16,1002
Queens,30/4/16,Saturday,19,838
Manhattan,30/4/16,Saturday,11,17861
Brooklyn,30/4/16,Saturday,17,356
Brooklyn,30/4/16,Saturday,11,225
Manhattan,30/4/16,Saturday,12,19063
Brooklyn,30/4/16,Saturday,1,793
Brooklyn,30/4/16,Saturday,15,290
Brooklyn,30/4/16,Saturday,20,442
Queens,30/4/16,Saturday,7,621
Manhattan,30/4/16,Saturday,14,18445
Queens,30/4/16,Saturday,14,1005
Queens,30/4/16,Saturday,11,887
Queens,30/4/16,Saturday,6,544
Brooklyn,30/4/16,Saturday,9,245
Brooklyn,30/4/16,Saturday,19,419
Queens,30/4/16,Saturday,3,229
Queens,30/4/16,Saturday,1,446
Queens,30/4/16,Saturday,20,897
Manhattan,30/4/16,Saturday,2,13341
Manhattan,30/4/16,Saturday,20,21467
Brooklyn,30/4/16,Saturday,23,1090
Queens,30/4/16,Saturday,21,902
Manhattan,30/4/16,Saturday,4,6099
Brooklyn,30/4/16,Saturday,5,163
Queens,30/4/16,Saturday,23,953
Manhattan,30/4/16,Saturday,7,5920
Brooklyn,30/4/16,Saturday,8,186
Manhattan,30/4/16,Saturday,0,19258
Brooklyn,30/4/16,Saturday,6,133
Brooklyn,30/4/16,Saturday,18,394
Queens,30/4/16,Saturday,9,738
Queens,30/4/16,Saturday,15,1115
Manhattan,30/4/16,Saturday,17,19210
Manhattan,30/4/16,Saturday,10,16121
Manhattan,30/4/16,Saturday,9,13396
Queens,30/4/16,Saturday,2,306
Manhattan,30/4/16,Saturday,3,9907
Queens,30/4/16,Saturday,8,765
Brooklyn,30/4/16,Saturday,21,547
Manhattan,30/4/16,Saturday,1,16338
Queens,30/4/16,Saturday,10,996
Brooklyn,30/4/16,Saturday,0,902
Brooklyn,30/4/16,Saturday,12,287
Manhattan,30/4/16,Saturday,15,18927
Manhattan,30/4/16,Saturday,23,23912
Manhattan,30/4/16,Saturday,19,24374
Manhattan,30/4/16,Saturday,13,19433
Queens,30/4/16,Saturday,5,324
Queens,30/4/16,Saturday,22,938
Manhattan,30/4/16,Saturday,18,22277
Brooklyn,30/4/16,Saturday,2,699
Manhattan,30/4/16,Saturday,16,17352
Brooklyn,30/4/16,Saturday,22,749
Manhattan,30/4/16,Saturday,6,3968
Brooklyn,30/4/16,Saturday,13,345
Brooklyn,30/4/16,Saturday,3,589
Brooklyn,30/4/16,Saturday,14,327
Queens,30/4/16,Saturday,17,1281
Queens,30/4/16,Saturday,18,909
Brooklyn,30/4/16,Saturday,7,156
Manhattan,30/4/16,Saturday,5,2854
Manhattan,30/4/16,Saturday,8,9287
Queens,30/4/16,Saturday,4,301
Queens,30/4/16,Saturday,12,951
Queens,30/4/16,Saturday,13,971
Brooklyn,30/4/16,Saturday,4,396
Brooklyn,30/4/16,Saturday,16,267
Queens,1/5/16,Sunday,16,1232
Queens,1/5/16,Sunday,2,295
Brooklyn,1/5/16,Sunday,19,237
Manhattan,1/5/16,Sunday,15,17802
Queens,1/5/16,Sunday,20,1453
Brooklyn,1/5/16,Sunday,3,605
Queens,1/5/16,Sunday,14,1370
Brooklyn,1/5/16,Sunday,21,287
Manhattan,1/5/16,Sunday,8,7679
Queens,1/5/16,Sunday,3,331
Queens,1/5/16,Sunday,9,793
Brooklyn,1/5/16,Sunday,2,841
Queens,1/5/16,Sunday,5,294
Queens,1/5/16,Sunday,18,1506
Brooklyn,1/5/16,Sunday,23,328
Brooklyn,1/5/16,Sunday,12,376
Brooklyn,1/5/16,Sunday,22,325
Brooklyn,1/5/16,Sunday,7,129
Queens,1/5/16,Sunday,12,1299
Manhattan,1/5/16,Sunday,14,19020
Brooklyn,1/5/16,Sunday,16,228
Manhattan,1/5/16,Sunday,10,15778
Queens,1/5/16,Sunday,8,669
Brooklyn,1/5/16,Sunday,6,124
Queens,1/5/16,Sunday,15,1437
Manhattan,1/5/16,Sunday,0,21948
Manhattan,1/5/16,Sunday,18,19473
Queens,1/5/16,Sunday,6,586
Brooklyn,1/5/16,Sunday,20,266
Brooklyn,1/5/16,Sunday,8,177
Brooklyn,1/5/16,Sunday,13,334
Brooklyn,1/5/16,Sunday,0,1231
Manhattan,1/5/16,Sunday,3,12348
Queens,1/5/16,Sunday,21,1616
Manhattan,1/5/16,Sunday,16,18177
Manhattan,1/5/16,Sunday,1,19290
Queens,1/5/16,Sunday,10,1132
Manhattan,1/5/16,Sunday,9,11677
Brooklyn,1/5/16,Sunday,5,197
Brooklyn,1/5/16,Sunday,10,356
Brooklyn,1/5/16,Sunday,15,198
Brooklyn,1/5/16,Sunday,4,455
Queens,1/5/16,Sunday,7,599
Queens,1/5/16,Sunday,23,1695
Manhattan,1/5/16,Sunday,17,18702
Brooklyn,1/5/16,Sunday,14,271
Manhattan,1/5/16,Sunday,22,10919
Queens,1/5/16,Sunday,17,1484
Manhattan,1/5/16,Sunday,12,20511
Manhattan,1/5/16,Sunday,4,7425
Manhattan,1/5/16,Sunday,13,19728
Brooklyn,1/5/16,Sunday,1,1074
Queens,1/5/16,Sunday,4,360
Manhattan,1/5/16,Sunday,20,15099
Queens,1/5/16,Sunday,1,441
Manhattan,1/5/16,Sunday,23,8931
Queens,1/5/16,Sunday,0,781
Brooklyn,1/5/16,Sunday,9,273
Brooklyn,1/5/16,Sunday,11,434
Brooklyn,1/5/16,Sunday,18,279
Manhattan,1/5/16,Sunday,2,16433
Manhattan,1/5/16,Sunday,6,3243
Brooklyn,1/5/16,Sunday,17,275
Manhattan,1/5/16,Sunday,5,3046
Manhattan,1/5/16,Sunday,21,12723
Queens,1/5/16,Sunday,19,1355
Queens,1/5/16,Sunday,13,1212
Queens,1/5/16,Sunday,22,1587
Manhattan,1/5/16,Sunday,11,19058
Manhattan,1/5/16,Sunday,19,16967
Manhattan,1/5/16,Sunday,7,4819
Queens,1/5/16,Sunday,11,1098
Brooklyn,2/5/16,Monday,4,82
Manhattan,2/5/16,Monday,15,16891
Manhattan,2/5/16,Monday,16,15580
Manhattan,2/5/16,Monday,5,3343
Brooklyn,2/5/16,Monday,20,199
Brooklyn,2/5/16,Monday,5,120
Manhattan,2/5/16,Monday,21,18360
Brooklyn,2/5/16,Monday,22,323
Manhattan,2/5/16,Monday,0,5675
Manhattan,2/5/16,Monday,20,19318
Manhattan,2/5/16,Monday,7,16536
Manhattan,2/5/16,Monday,4,1972
Brooklyn,2/5/16,Monday,14,107
Manhattan,2/5/16,Monday,22,16337
Manhattan,2/5/16,Monday,13,15461
Brooklyn,2/5/16,Monday,18,176
Queens,2/5/16,Monday,9,1304
Brooklyn,2/5/16,Monday,7,309
Queens,2/5/16,Monday,16,1625
Queens,2/5/16,Monday,13,1392
Queens,2/5/16,Monday,18,1530
Queens,2/5/16,Monday,22,1478
Manhattan,2/5/16,Monday,10,15140
Brooklyn,2/5/16,Monday,11,86
Manhattan,2/5/16,Monday,23,12911
Brooklyn,2/5/16,Monday,2,140
Manhattan,2/5/16,Monday,9,17579
Brooklyn,2/5/16,Monday,19,160
Brooklyn,2/5/16,Monday,23,408
Manhattan,2/5/16,Monday,2,2104
Manhattan,2/5/16,Monday,3,1527
Brooklyn,2/5/16,Monday,15,108
Queens,2/5/16,Monday,2,162
Manhattan,2/5/16,Monday,8,19235
Brooklyn,2/5/16,Monday,0,262
Queens,2/5/16,Monday,10,1308
Queens,2/5/16,Monday,11,1327
Queens,2/5/16,Monday,8,1367
Brooklyn,2/5/16,Monday,16,114
Queens,2/5/16,Monday,15,1459
Queens,2/5/16,Monday,7,1086
Manhattan,2/5/16,Monday,1,3352
Queens,2/5/16,Monday,3,99
Manhattan,2/5/16,Monday,14,16562
Brooklyn,2/5/16,Monday,13,107
Queens,2/5/16,Monday,6,806
Brooklyn,2/5/16,Monday,17,122
Brooklyn,2/5/16,Monday,1,212
Brooklyn,2/5/16,Monday,6,229
Queens,2/5/16,Monday,19,1373
Queens,2/5/16,Monday,21,1519
Brooklyn,2/5/16,Monday,12,88
Manhattan,2/5/16,Monday,6,9253
Queens,2/5/16,Monday,0,1287
Queens,2/5/16,Monday,4,163
Brooklyn,2/5/16,Monday,3,83
Manhattan,2/5/16,Monday,19,20596
Queens,2/5/16,Monday,17,1539
Brooklyn,2/5/16,Monday,21,292
Brooklyn,2/5/16,Monday,8,312
Brooklyn,2/5/16,Monday,10,74
Brooklyn,2/5/16,Monday,9,178
Manhattan,2/5/16,Monday,18,22293
Queens,2/5/16,Monday,23,1323
Queens,2/5/16,Monday,20,1534
Manhattan,2/5/16,Monday,12,15402
Manhattan,2/5/16,Monday,11,15366
Queens,2/5/16,Monday,5,384
Manhattan,2/5/16,Monday,17,18938
Queens,2/5/16,Monday,1,512
Queens,2/5/16,Monday,12,1237
Queens,2/5/16,Monday,14,1505
Manhattan,3/5/16,Tuesday,17,19912
Manhattan,3/5/16,Tuesday,6,11054
Queens,3/5/16,Tuesday,4,126
Brooklyn,3/5/16,Tuesday,17,150
Queens,3/5/16,Tuesday,0,771
Brooklyn,3/5/16,Tuesday,20,298
Brooklyn,3/5/16,Tuesday,1,260
Brooklyn,3/5/16,Tuesday,2,165
Brooklyn,3/5/16,Tuesday,12,108
Queens,3/5/16,Tuesday,13,1164
Queens,3/5/16,Tuesday,8,1206
Queens,3/5/16,Tuesday,6,709
Brooklyn,3/5/16,Tuesday,11,109
Queens,3/5/16,Tuesday,15,1241
Manhattan,3/5/16,Tuesday,4,2141
Brooklyn,3/5/16,Tuesday,10,100
Queens,3/5/16,Tuesday,16,1355
Queens,3/5/16,Tuesday,1,429
Brooklyn,3/5/16,Tuesday,6,235
Brooklyn,3/5/16,Tuesday,7,377
Brooklyn,3/5/16,Tuesday,23,591
Queens,3/5/16,Tuesday,21,1401
Manhattan,3/5/16,Tuesday,2,3057
Queens,3/5/16,Tuesday,14,1311
Brooklyn,3/5/16,Tuesday,16,108
Brooklyn,3/5/16,Tuesday,14,106
Manhattan,3/5/16,Tuesday,16,15643
Manhattan,3/5/16,Tuesday,13,16922
Queens,3/5/16,Tuesday,5,400
Brooklyn,3/5/16,Tuesday,5,105
Manhattan,3/5/16,Tuesday,3,1961
Manhattan,3/5/16,Tuesday,11,17602
Queens,3/5/16,Tuesday,22,1203
Queens,3/5/16,Tuesday,20,1253
Brooklyn,3/5/16,Tuesday,19,231
Brooklyn,3/5/16,Tuesday,18,209
Queens,3/5/16,Tuesday,3,148
Manhattan,3/5/16,Tuesday,14,18531
Manhattan,3/5/16,Tuesday,8,21658
Queens,3/5/16,Tuesday,12,1128
Manhattan,3/5/16,Tuesday,12,17121
Manhattan,3/5/16,Tuesday,1,4770
Manhattan,3/5/16,Tuesday,7,18679
Queens,3/5/16,Tuesday,9,1010
Manhattan,3/5/16,Tuesday,5,3829
Queens,3/5/16,Tuesday,17,1442
Brooklyn,3/5/16,Tuesday,4,64
Queens,3/5/16,Tuesday,19,1275
Brooklyn,3/5/16,Tuesday,21,328
Manhattan,3/5/16,Tuesday,20,22519
Brooklyn,3/5/16,Tuesday,8,485
Manhattan,3/5/16,Tuesday,18,24405
Brooklyn,3/5/16,Tuesday,22,601
Brooklyn,3/5/16,Tuesday,3,77
Manhattan,3/5/16,Tuesday,19,23443
Queens,3/5/16,Tuesday,7,994
Manhattan,3/5/16,Tuesday,9,20082
Brooklyn,3/5/16,Tuesday,9,238
Queens,3/5/16,Tuesday,2,252
Brooklyn,3/5/16,Tuesday,15,94
Manhattan,3/5/16,Tuesday,21,22285
Manhattan,3/5/16,Tuesday,0,8585
Brooklyn,3/5/16,Tuesday,13,94
Queens,3/5/16,Tuesday,11,904
Queens,3/5/16,Tuesday,23,1193
Manhattan,3/5/16,Tuesday,23,14219
Manhattan,3/5/16,Tuesday,22,19793
Queens,3/5/16,Tuesday,18,1376
Manhattan,3/5/16,Tuesday,15,18019
Manhattan,3/5/16,Tuesday,10,18493
Queens,3/5/16,Tuesday,10,1120
Brooklyn,3/5/16,Tuesday,0,379
Brooklyn,4/5/16,Wednesday,4,93
Manhattan,4/5/16,Wednesday,21,23180
Brooklyn,4/5/16,Wednesday,15,113
Manhattan,4/5/16,Wednesday,16,15147
Brooklyn,4/5/16,Wednesday,17,173
Manhattan,4/5/16,Wednesday,15,18458
Brooklyn,4/5/16,Wednesday,20,296
Brooklyn,4/5/16,Wednesday,22,614
Queens,4/5/16,Wednesday,21,1455
Queens,4/5/16,Wednesday,3,92
Queens,4/5/16,Wednesday,13,1007
Queens,4/5/16,Wednesday,7,975
Manhattan,4/5/16,Wednesday,4,2055
Queens,4/5/16,Wednesday,6,569
Brooklyn,4/5/16,Wednesday,6,194
Brooklyn,4/5/16,Wednesday,0,408
Queens,4/5/16,Wednesday,19,1362
Queens,4/5/16,Wednesday,5,267
Brooklyn,4/5/16,Wednesday,7,303
Manhattan,4/5/16,Wednesday,1,5185
Manhattan,4/5/16,Wednesday,2,3151
Manhattan,4/5/16,Wednesday,0,8528
Brooklyn,4/5/16,Wednesday,5,84
Brooklyn,4/5/16,Wednesday,10,113
Brooklyn,4/5/16,Wednesday,11,97
Brooklyn,4/5/16,Wednesday,14,139
Queens,4/5/16,Wednesday,22,1412
Queens,4/5/16,Wednesday,23,1212
Brooklyn,4/5/16,Wednesday,1,250
Brooklyn,4/5/16,Wednesday,19,271
Brooklyn,4/5/16,Wednesday,3,115
Queens,4/5/16,Wednesday,20,1308
Queens,4/5/16,Wednesday,9,947
Manhattan,4/5/16,Wednesday,22,21480
Brooklyn,4/5/16,Wednesday,18,238
Queens,4/5/16,Wednesday,0,809
Queens,4/5/16,Wednesday,2,108
Queens,4/5/16,Wednesday,11,988
Queens,4/5/16,Wednesday,16,1233
Manhattan,4/5/16,Wednesday,6,10571
Manhattan,4/5/16,Wednesday,11,18360
Queens,4/5/16,Wednesday,10,1062
Manhattan,4/5/16,Wednesday,17,19009
Brooklyn,4/5/16,Wednesday,12,101
Queens,4/5/16,Wednesday,17,1332
Brooklyn,4/5/16,Wednesday,13,88
Brooklyn,4/5/16,Wednesday,2,150
Brooklyn,4/5/16,Wednesday,21,382
Queens,4/5/16,Wednesday,8,942
Queens,4/5/16,Wednesday,12,1022
Manhattan,4/5/16,Wednesday,13,18578
Manhattan,4/5/16,Wednesday,3,2167
Queens,4/5/16,Wednesday,4,144
Manhattan,4/5/16,Wednesday,8,21432
Manhattan,4/5/16,Wednesday,10,17631
Brooklyn,4/5/16,Wednesday,16,116
Manhattan,4/5/16,Wednesday,18,22979
Manhattan,4/5/16,Wednesday,7,18763
Brooklyn,4/5/16,Wednesday,9,208
Queens,4/5/16,Wednesday,1,356
Manhattan,4/5/16,Wednesday,14,20436
Manhattan,4/5/16,Wednesday,9,19628
Manhattan,4/5/16,Wednesday,5,3422
Queens,4/5/16,Wednesday,14,1242
Brooklyn,4/5/16,Wednesday,8,367
Queens,4/5/16,Wednesday,15,1299
Queens,4/5/16,Wednesday,18,1335
Manhattan,4/5/16,Wednesday,19,24008
Manhattan,4/5/16,Wednesday,12,18656
Manhattan,4/5/16,Wednesday,20,23545
Manhattan,4/5/16,Wednesday,23,15922
Brooklyn,4/5/16,Wednesday,23,774
Brooklyn,5/5/16,Thursday,14,123
Brooklyn,5/5/16,Thursday,18,254
Manhattan,5/5/16,Thursday,14,19358
Manhattan,5/5/16,Thursday,15,18059
Queens,5/5/16,Thursday,15,1298
Manhattan,5/5/16,Thursday,11,17958
Manhattan,5/5/16,Thursday,13,18050
Queens,5/5/16,Thursday,23,1524
Brooklyn,5/5/16,Thursday,4,106
Manhattan,5/5/16,Thursday,0,10067
Queens,5/5/16,Thursday,5,269
Queens,5/5/16,Thursday,17,1365
Manhattan,5/5/16,Thursday,12,18519
Brooklyn,5/5/16,Thursday,15,122
Queens,5/5/16,Thursday,20,1341
Brooklyn,5/5/16,Thursday,19,325
Brooklyn,5/5/16,Thursday,21,472
Queens,5/5/16,Thursday,14,1382
Manhattan,5/5/16,Thursday,4,2182
Brooklyn,5/5/16,Thursday,11,111
Queens,5/5/16,Thursday,16,1263
Brooklyn,5/5/16,Thursday,10,107
Manhattan,5/5/16,Thursday,7,18599
Brooklyn,5/5/16,Thursday,22,898
Manhattan,5/5/16,Thursday,9,19830
Queens,5/5/16,Thursday,8,872
Queens,5/5/16,Thursday,18,1268
Queens,5/5/16,Thursday,0,815
Manhattan,5/5/16,Thursday,19,25435
Brooklyn,5/5/16,Thursday,3,92
Brooklyn,5/5/16,Thursday,7,352
Queens,5/5/16,Thursday,4,122
Manhattan,5/5/16,Thursday,3,2439
Queens,5/5/16,Thursday,1,408
Manhattan,5/5/16,Thursday,20,25036
Manhattan,5/5/16,Thursday,10,18147
Queens,5/5/16,Thursday,7,904
Queens,5/5/16,Thursday,21,1498
Manhattan,5/5/16,Thursday,18,24191
Manhattan,5/5/16,Thursday,17,19362
Brooklyn,5/5/16,Thursday,16,110
