pickup_borough,pickup_date,pickup_weekday_name,pickup_hour,no_of_trips
Queens,2016-06-22,Wednesday,10,1022
Manhattan,2016-06-22,Wednesday,18,20282
Bronx,2016-06-21,Tuesday,16,17
Bronx,2016-06-25,Saturday,5,26
Queens,2016-06-24,Friday,9,915
Manhattan,2016-06-25,Saturday,4,6983
Manhattan,2016-06-20,Monday,14,16300
Manhattan,2016-06-20,Monday,22,15871
Brooklyn,2016-06-21,Tuesday,21,421
Staten Island,2016-06-23,Thursday,16,3
Manhattan,2016-06-23,Thursday,1,6426
Bronx,2016-06-22,Wednesday,8,19
EWR,2016-06-21,Tuesday,11,1
Bronx,2016-06-23,Thursday,18,9
Brooklyn,2016-06-24,Friday,1,419
Queens,2016-06-24,Friday,21,1333
Brooklyn,2016-06-26,Sunday,22,485
Staten Island,2016-06-25,Saturday,12,2
Queens,2016-06-22,Wednesday,7,905
Manhattan,2016-06-24,Friday,9,16957
Manhattan,2016-06-23,Thursday,5,3625
Brooklyn,2016-06-22,Wednesday,23,763
EWR,2016-06-22,Wednesday,10,2
Bronx,2016-06-26,Sunday,22,19
Bronx,2016-06-24,Friday,11,5
Bronx,2016-06-22,Wednesday,21,12
Bronx,2016-06-22,Wednesday,5,12
Queens,2016-06-26,Sunday,8,581
Brooklyn,2016-06-26,Sunday,7,111
Bronx,2016-06-23,Thursday,21,8
Queens,2016-06-25,Saturday,10,874
Manhattan,2016-06-23,Thursday,16,13950
Brooklyn,2016-06-24,Friday,17,154
Queens,2016-06-21,Tuesday,12,907
Staten Island,2016-06-23,Thursday,20,4
EWR,2016-06-23,Thursday,21,1
Staten Island,2016-06-25,Saturday,9,3
Brooklyn,2016-06-21,Tuesday,2,125
Brooklyn,2016-06-21,Tuesday,18,168
Bronx,2016-06-22,Wednesday,23,13
Bronx,2016-06-26,Sunday,19,4
Queens,2016-06-24,Friday,1,998
Queens,2016-06-22,Wednesday,17,1254
Brooklyn,2016-06-26,Sunday,19,304
EWR,2016-06-20,Monday,15,4
Brooklyn,2016-06-22,Wednesday,7,243
Brooklyn,2016-06-23,Thursday,22,646
Queens,2016-06-22,Wednesday,16,1318
Brooklyn,2016-06-20,Monday,11,81
Brooklyn,2016-06-25,Saturday,7,169
EWR,2016-06-22,Wednesday,20,1
Queens,2016-06-21,Tuesday,5,253
Queens,2016-06-25,Saturday,9,624
Bronx,2016-06-24,Friday,15,12
Queens,2016-06-22,Wednesday,4,132
Bronx,2016-06-20,Monday,20,4
Bronx,2016-06-21,Tuesday,15,18
Manhattan,2016-06-21,Tuesday,4,1860
Manhattan,2016-06-25,Saturday,8,9380
Manhattan,2016-06-25,Saturday,16,15686
Manhattan,2016-06-26,Sunday,21,13922
Manhattan,2016-06-22,Wednesday,19,21015
EWR,2016-06-23,Thursday,12,1
Manhattan,2016-06-24,Friday,19,21154
Staten Island,2016-06-25,Saturday,1,2
Manhattan,2016-06-20,Monday,11,13994
Staten Island,2016-06-23,Thursday,7,1
Brooklyn,2016-06-24,Friday,13,189
Manhattan,2016-06-23,Thursday,6,9278
Brooklyn,2016-06-25,Saturday,18,297
Manhattan,2016-06-20,Monday,5,3657
Manhattan,2016-06-25,Saturday,2,14004
Queens,2016-06-25,Saturday,12,844
Brooklyn,2016-06-23,Thursday,20,282
Manhattan,2016-06-22,Wednesday,4,2241
Staten Island,2016-06-24,Friday,12,3
Bronx,2016-06-25,Saturday,18,14
Brooklyn,2016-06-25,Saturday,11,270
EWR,2016-06-25,Saturday,10,1
Queens,2016-06-24,Friday,13,1121
Bronx,2016-06-20,Monday,8,16
Brooklyn,2016-06-25,Saturday,20,404
Bronx,2016-06-25,Saturday,20,19
Brooklyn,2016-06-20,Monday,18,157
Queens,2016-06-21,Tuesday,3,107
Queens,2016-06-21,Tuesday,22,1255
Staten Island,2016-06-22,Wednesday,18,4
Manhattan,2016-06-26,Sunday,14,14819
Brooklyn,2016-06-22,Wednesday,2,171
Manhattan,2016-06-20,Monday,3,1793
EWR,2016-06-25,Saturday,15,5
EWR,2016-06-26,Sunday,19,6
Manhattan,2016-06-26,Sunday,0,19459
Brooklyn,2016-06-20,Monday,7,284
Manhattan,2016-06-24,Friday,5,4824
Brooklyn,2016-06-26,Sunday,0,1338
Brooklyn,2016-06-25,Saturday,21,535
Bronx,2016-06-23,Thursday,11,8
Brooklyn,2016-06-23,Thursday,6,182
Queens,2016-06-23,Thursday,13,988
Brooklyn,2016-06-24,Friday,21,416
Bronx,2016-06-21,Tuesday,21,10
Brooklyn,2016-06-24,Friday,10,141
Queens,2016-06-22,Wednesday,3,124
Queens,2016-06-26,Sunday,14,1411
Brooklyn,2016-06-22,Wednesday,15,90
Manhattan,2016-06-24,Friday,13,16384
Brooklyn,2016-06-22,Wednesday,3,136
Manhattan,2016-06-24,Friday,16,12917
Brooklyn,2016-06-25,Saturday,12,243
Bronx,2016-06-23,Thursday,14,11
Manhattan,2016-06-22,Wednesday,2,3312
Queens,2016-06-20,Monday,14,1525
Brooklyn,2016-06-24,Friday,22,532
EWR,2016-06-23,Thursday,13,5
Queens,2016-06-24,Friday,22,1464
Bronx,2016-06-24,Friday,1,10
Brooklyn,2016-06-23,Thursday,1,259
Staten Island,2016-06-23,Thursday,21,2
Staten Island,2016-06-22,Wednesday,6,2
Brooklyn,2016-06-25,Saturday,6,137
Brooklyn,2016-06-24,Friday,18,194
EWR,2016-06-21,Tuesday,17,1
Brooklyn,2016-06-21,Tuesday,4,67
Brooklyn,2016-06-21,Tuesday,13,80
Bronx,2016-06-26,Sunday,0,23
Queens,2016-06-25,Saturday,2,379
EWR,2016-06-22,Wednesday,7,2
EWR,2016-06-24,Friday,10,2
Manhattan,2016-06-22,Wednesday,15,16093
Queens,2016-06-20,Monday,16,1490
Queens,2016-06-24,Friday,6,595
Queens,2016-06-23,Thursday,12,750
EWR,2016-06-20,Monday,12,1
Brooklyn,2016-06-22,Wednesday,9,177
EWR,2016-06-26,Sunday,14,1
Brooklyn,2016-06-25,Saturday,14,214
Queens,2016-06-25,Saturday,16,1075
Queens,2016-06-24,Friday,12,887
Queens,2016-06-24,Friday,11,948
EWR,2016-06-20,Monday,18,1
Brooklyn,2016-06-24,Friday,7,274
Brooklyn,2016-06-23,Thursday,13,100
Queens,2016-06-26,Sunday,9,815
Bronx,2016-06-22,Wednesday,4,6
Brooklyn,2016-06-20,Monday,22,403
Queens,2016-06-26,Sunday,18,1482
Queens,2016-06-20,Monday,9,1179
Manhattan,2016-06-26,Sunday,23,11894
Bronx,2016-06-24,Friday,2,12
Bronx,2016-06-26,Sunday,20,14
Brooklyn,2016-06-25,Saturday,2,773
